Name,Socket,Form Factor,Max Memory,Memory Slots,Rating,Rating Count,Price
 Gigabyte Z370 AORUS ULTRA GAMING WIFI  ,LGA1151,ATX,64 GB,4,4, 2,
 Gigabyte GA-Z68X-UD3H-B3  ,LGA1155,ATX,32 GB,4,4, 10,
 ASRock 970 Extreme4  ,AM3+,ATX,32 GB,4,5, 27,
 MSI H61M-P31 ,LGA1155,Micro ATX,16 GB,2,3, 1,
 Gigabyte GA-X79-UP4  ,LGA2011,ATX,64 GB,8,4, 7,
 MSI Z77 MPOWER  ,LGA1155,ATX,32 GB,4,5, 21,
 Asus B75M-A  ,LGA1155,Micro ATX,16 GB,2,4, 1,
 MSI H81I  ,LGA1150,Mini ITX,16 GB,2,4, 17,
 MSI G41M4-F  ,LGA775,Micro ATX,8 GB,2,0, 0,
 Asus B150I PRO GAMING/WIFI/AURA  ,LGA1151,Mini ITX,32 GB,2,5, 12,
 MSI C236A WORKSTATION  ,LGA1151,ATX,64 GB,4,0, 0,
 Gigabyte GA-F2A88XM-D3HP  ,FM2+,Micro ATX,64 GB,4,0, 0,
 MSI Z270 XPOWER GAMING TITANIUM  ,LGA1151,ATX,64 GB,4,5, 2,
 MSI H270 TOMAHAWK ARCTIC  ,LGA1151,ATX,64 GB,4,5, 3,
 MSI H270M MORTAR ARCTIC  ,LGA1151,Micro ATX,64 GB,4,5, 2,
 Gigabyte GA-Z270N-WIFI  ,LGA1151,Mini ITX,32 GB,2,5, 3,
 Gigabyte GA-970A-DS3P FX ,AM3+/AM3,ATX,32 GB,4,0, 0,
 MSI X370 GAMING PRO CARBON AC  ,AM4,ATX,64 GB,4,4, 3,
 Asus PRIME H310M-D  ,LGA1151,Micro ATX,32 GB,2,5, 1,
 ASRock B360M Performance  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Asus TUF B360M-E GAMING  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus TUF H310-Plus Gaming  ,LGA1151,ATX,32 GB,2,2, 1,
 Gigabyte Z370 AORUS ULTRA GAMING 2.0  ,LGA1151,ATX,64 GB,4,2, 1,
 Gigabyte Z590M GAMING X  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Gigabyte GA-H81M-S2V  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 ASRock H310CM-HG4  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus PRIME H610M-E-CSM  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 ASRock Z590 Taichi  ,LGA1200,ATX,128 GB,4,0, 0,$542.77
 Gigabyte B460M D3H  ,LGA1200,Micro ATX,128 GB,4,4, 1,
 Gigabyte Z790 AORUS ELITE  ,LGA1700,ATX,192 GB,4,0, 0,
 Gigabyte GA-X58A-UD3R  ,LGA1366,ATX,24 GB,6,4, 6,
 ASRock G31M-S R2.0  ,LGA775,Micro ATX,8 GB,2,0, 0,
 Asus P8P67 PRO  ,LGA1155,ATX,32 GB,4,5, 3,
 Asus Sabertooth 990FX  ,AM3+,ATX,32 GB,4,5, 4,
 Asus P9X79 DELUXE  ,LGA2011,ATX,64 GB,8,5, 3,
 Asus P9X79 LE  ,LGA2011,ATX,64 GB,8,5, 11,
 MSI Z87 XPOWER  ,LGA1150,XL ATX,32 GB,4,5, 3,
 Gigabyte GA-Z87X-UD4H  ,LGA1150,ATX,32 GB,4,5, 44,
 MSI H81M-E35  ,LGA1150,Micro ATX,16 GB,2,5, 1,
 Asus CROSSBLADE RANGER  ,FM2+,ATX,64 GB,4,5, 1,
 MSI Z170A KRAIT GAMING  ,LGA1151,ATX,64 GB,4,4, 11,
 MSI Z170A-G45 GAMING  ,LGA1151,ATX,64 GB,4,0, 0,
 MSI Z170M Mortar  ,LGA1151,Micro ATX,64 GB,4,5, 12,
 Gigabyte GA-Z170X-GAMING 6  ,LGA1151,ATX,64 GB,4,5, 5,
 Gigabyte GA-Z170-Gaming K3-EU  ,LGA1151,ATX,64 GB,4,4, 1,
 MSI Z170A SLI  ,LGA1151,ATX,64 GB,4,5, 6,
 Asus A88X-PLUS/USB 3.1  ,FM2+,ATX,64 GB,4,5, 1,
 Asus H110M-E  ,LGA1151,Micro ATX,32 GB,2,4, 4,
 Gigabyte GA-Z270X-Gaming 5  ,LGA1151,ATX,64 GB,4,5, 5,
 MSI X299 TOMAHAWK AC  ,LGA2066,ATX,256 GB,8,0, 0,
 Gigabyte GA-AX370M-Gaming 3  ,AM4,Micro ATX,64 GB,4,0, 0,
 Gigabyte C246M-WU4  ,LGA1151,Micro ATX,128 GB,4,0, 0,
 Asus Prime X299 Edition 30  ,LGA2066,ATX,256 GB,8,0, 0,
 Gigabyte Z490M  ,LGA1200,Micro ATX,128 GB,4,4, 1,
 MSI B460M PRO-VDH  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Biostar B660MXC PRO  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Asus PRIME A620M-A  ,AM5,Micro ATX,192 GB,4,0, 0,
 ASRock Z690-C/ac  ,LGA1700,ATX,128 GB,4,0, 0,
 Biostar Racing Z490A-Silver  ,LGA1200,ATX,128 GB,4,0, 0,
 Supermicro MBD-X9SCM-F-O  ,LGA1155,Micro ATX,32 GB,4,0, 0,
 Biostar B760A-SILVER  ,LGA1700,ATX,192 GB,4,0, 0,
 Asus PRIME H510M-E R2.0  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 ASRock G41M-S3  ,LGA775,Micro ATX,8 GB,2,0, 0,
 MSI Z77A-G43  ,LGA1155,ATX,32 GB,4,5, 9,
 MSI B75MA-P45  ,LGA1155,Micro ATX,32 GB,4,4, 5,
 Intel DQ77KB  ,LGA1155,Thin Mini ITX,16 GB,2,0, 0,
 Biostar TA970  ,AM3+,ATX,64 GB,4,4, 11,
 Asus P9X79-E WS  ,LGA2011,SSI CEB,64 GB,8,5, 3,
 Intel DH87RL  ,LGA1150,Micro ATX,32 GB,4,0, 0,
 Gigabyte GA-B85-HD3  ,LGA1150,ATX,32 GB,4,4, 2,
 Asus SABERTOOTH Z97 MARK2  ,LGA1150,ATX,32 GB,4,5, 8,
 ASRock H97M-ITX/AC  ,LGA1150,Mini ITX,16 GB,2,4, 46,
 ASRock H97M Anniversary  ,LGA1150,Micro ATX,32 GB,4,4, 13,
 ASRock Z97 Killer/3.1  ,LGA1150,ATX,32 GB,4,0, 0,
 ASRock B150M Pro4  ,LGA1151,Micro ATX,64 GB,4,4, 1,
 Gigabyte GA-H170M-DS3H  ,LGA1151,Micro ATX,64 GB,4,5, 2,
 Gigabyte GA-Z170X-Ultra Gaming  ,LGA1151,ATX,64 GB,4,5, 6,
 Asus X99-E-10G WS  ,LGA2011-3,SSI CEB,128 GB,8,0, 0,
 MSI Z270M MORTAR  ,LGA1151,Micro ATX,64 GB,4,4, 3,
 Gigabyte GA-Z270-HD3P  ,LGA1151,ATX,64 GB,4,0, 0,
 ASRock Fatal1ty Z270 Gaming-ITX/ac  ,LGA1151,Mini ITX,32 GB,2,5, 12,
 ASRock X299 Taichi  ,LGA2066,ATX,128 GB,8,5, 4,
 Gigabyte B360 AORUS GAMING 3  ,LGA1151,ATX,64 GB,4,3, 1,
 MSI H310I PRO  ,LGA1151,Mini ITX,32 GB,2,4, 1,
 Asus ProART Z490-CREATOR 10G  ,LGA1200,ATX,128 GB,4,5, 2,
 Asus ROG STRIX Z490-G GAMING  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Gigabyte C246N-WU2  ,LGA1151,Mini ITX,64 GB,2,0, 0,
 Biostar B650EGTQ  ,AM5,Micro ATX,128 GB,4,0, 0,
 MSI Z790-S01  ,LGA1700,ATX,192 GB,4,0, 0,
 Asus PRIME B760M-R D4  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Asus PRIME A520M-R-CSM  ,AM4,Micro ATX,64 GB,2,0, 0,
 Biostar B760MX2-E D4  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 Gigabyte H470M H  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 Gigabyte Z790 D  ,LGA1700,ATX,192 GB,4,0, 0,
 Biostar B660MX-E  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 MSI P43-C51  ,LGA775,ATX,16 GB,4,0, 0,
 Gigabyte GA-P61-USB3-B3  ,LGA1155,ATX,16 GB,2,0, 0,
 Gigabyte GA-970A-UD3  ,AM3+,ATX,32 GB,4,5, 18,
 ASRock H77M  ,LGA1155,Micro ATX,16 GB,2,5, 14,
 Asus P8B75-M LE  ,LGA1155,Micro ATX,16 GB,2,5, 2,
 Asus H87-PLUS  ,LGA1150,ATX,32 GB,4,5, 3,
 Gigabyte GA-B85M-DS3H  ,LGA1150,Micro ATX,32 GB,4,4, 11,
 MSI A88X-G45 GAMING  ,FM2+,ATX,64 GB,4,5, 14,
 Asus SABERTOOTH Z97 MARK 1  ,LGA1150,ATX,32 GB,4,5, 23,
 Gigabyte GA-H97-GAMING 3  ,LGA1150,ATX,32 GB,4,5, 1,
 ASRock Fatal1ty X99X Killer  ,LGA2011-3,ATX,128 GB,8,5, 5,
 ASRock X99 WS-E  ,LGA2011-3,EATX,128 GB,8,0, 0,
 Biostar Hi-Fi A70U3P  ,FM2+,Micro ATX,32 GB,2,4, 2,
 Gigabyte GA-F2A68HM-HD2  ,FM2+,Micro ATX,32 GB,2,4, 2,
 Asus Z97-DELUXE/USB 3.1  ,LGA1150,ATX,32 GB,4,0, 0,
 Asus Z170-P D3  ,LGA1151,ATX,64 GB,4,5, 1,
 Asus SABERTOOTH Z97 MARK 2/USB 3.1  ,LGA1150,ATX,32 GB,4,0, 0,
 Gigabyte GA-Z170N-WIFI  ,LGA1151,Mini ITX,32 GB,2,4, 15,
 Asus H110M-PLUS  ,LGA1151,Micro ATX,32 GB,2,5, 1,
 MSI 970A-G43 Plus  ,AM3+/AM3,ATX,32 GB,4,4, 5,
 MSI X99A TOMAHAWK  ,LGA2011-3,ATX,128 GB,8,0, 0,
 ASRock H270M Pro4  ,LGA1151,Micro ATX,64 GB,4,4, 2,
 MSI B450M PRO-VDH V2  ,AM4,Micro ATX,64 GB,4,3, 1,
 Gigabyte B365M D2V  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Biostar H410MH  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 MSI MAG B760M MORTAR II  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 Asus Z790 GAMING WIFI7  ,LGA1700,ATX,192 GB,4,0, 0,
 ASRock X470 Master SLI  ,AM4,ATX,64 GB,4,3, 2,$355.30
 Supermicro C9Z490-PGW  ,LGA1200,ATX,128 GB,4,0, 0,$697.03
 Supermicro X10SLM-F-O  ,LGA1150,Micro ATX,32 GB,4,0, 0,$345.99
 Biostar B550GTQ  ,AM4,Micro ATX,128 GB,4,0, 0,
 Asus Rampage III Extreme  ,LGA1366,ATX,24 GB,6,0, 0,
 MSI H55M-P33  ,LGA1156,Micro ATX,16 GB,4,1, 1,
 Asus Rampage III Black Edition  ,LGA1366,EATX,48 GB,6,0, 0,
 Gigabyte GA-Z77M-D3H  ,LGA1155,Micro ATX,32 GB,4,4, 1,
 Asus P8Z77-M PRO  ,LGA1155,Micro ATX,32 GB,4,4, 3,
 MSI B75MA-E33  ,LGA1155,Micro ATX,16 GB,2,5, 6,
 Asus GRYPHON Z87  ,LGA1150,Micro ATX,32 GB,4,5, 24,
 Gigabyte GA-H81M-S2PH  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 MSI Z87M GAMING  ,LGA1150,Micro ATX,32 GB,4,5, 13,
 MSI H97M-G43  ,LGA1150,Micro ATX,32 GB,4,4, 9,
 Gigabyte G1.SNIPER H6  ,LGA1150,ATX,32 GB,4,5, 2,
 ASRock X99 Extreme3  ,LGA2011-3,ATX,64 GB,4,3, 2,
 Asus H170-PLUS D3  ,LGA1151,ATX,64 GB,4,5, 1,
 Asus M2N  ,AM2,ATX,8 GB,4,0, 0,
 ASRock EPC612D4I  ,LGA2011-3 Narrow,Mini ITX,64 GB,4,0, 0,
 MSI Z170A TOMAHAWK  ,LGA1151,ATX,64 GB,4,5, 3,
 Asus H110M-A/DP  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Gigabyte GA-H110N  ,LGA1151,Mini ITX,32 GB,2,4, 4,
 Gigabyte GA-Z270X-Gaming K7  ,LGA1151,ATX,64 GB,4,4, 3,
 ASRock Z170 Pro4/D3  ,LGA1151,ATX,64 GB,4,0, 0,
 MSI Z270 GAMING PRO  ,LGA1151,ATX,64 GB,4,0, 0,
 ASRock N68-GS4 FX R2.0  ,AM3+,Micro ATX,16 GB,2,5, 1,
 Asus TUF B360-Pro Gaming ,LGA1151,ATX,64 GB,4,0, 0,
 Gigabyte Z390 AORUS XTREME  ,LGA1151,EATX,128 GB,4,0, 0,
 ASRock Z490M Pro4  ,LGA1200,Micro ATX,128 GB,4,5, 1,
 Gigabyte H470M DS3H  ,LGA1200,Micro ATX,128 GB,4,4, 1,
 Gigabyte H410M DS2V  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 ASRock H470M-ITX/ac  ,LGA1200,Mini ITX,64 GB,2,5, 4,
 Asus PRIME H410M-A/CSM  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 MSI B560M PRO WIFI  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 Asus PRIME H610M-D  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 ASRock E3V5 WS  ,LGA1151,ATX,64 GB,4,0, 0,
 Intel DP55WB  ,LGA1156,Micro ATX,16 GB,4,5, 1,
 Gigabyte GA-G41M-ES2L  ,LGA775,Micro ATX,8 GB,2,0, 0,
 Intel DQ67SWB3  ,LGA1155,Micro ATX,32 GB,4,0, 0,
 Asus P9X79 PRO  ,LGA2011,ATX,64 GB,8,4, 7,
 ASRock Fatal1ty X79 Professional  ,LGA2011,ATX,32 GB,4,0, 0,
 ASRock Z77E-ITX  ,LGA1155,Mini ITX,16 GB,2,5, 6,
 ASRock B75 Pro3-M  ,LGA1155,Micro ATX,32 GB,4,4, 4,
 Asus Z87-Plus  ,LGA1150,ATX,32 GB,4,5, 20,
 Gigabyte GA-Q87M-D2H  ,LGA1150,Micro ATX,32 GB,4,0, 0,
 Gigabyte GA-H87-HD3  ,LGA1150,ATX,32 GB,4,5, 2,
 Gigabyte GA-H81M-HD3  ,LGA1150,Micro ATX,16 GB,2,4, 1,
 Asus X99-DELUXE/U3.1  ,LGA2011-3,ATX,64 GB,8,5, 5,
 Asus RAMPAGE V EXTREME/U3  ,LGA2011-3,EATX,64 GB,8,4, 3,
 ASRock FM2A68M-HD+  ,FM2+,Micro ATX,32 GB,2,4, 2,
 MSI A88XI AC V2  ,FM2+,Mini ITX,16 GB,2,4, 3,
 MSI Z170A XPOWER GAMING TITANIUM EDITION  ,LGA1151,ATX,64 GB,4,5, 3,
 ASRock Z170M Pro4S  ,LGA1151,Micro ATX,64 GB,4,4, 7,
 Gigabyte GA-H170-HD3  ,LGA1151,ATX,64 GB,4,5, 1,
 MSI B150M Pro-VD  ,LGA1151,Micro ATX,32 GB,2,5, 3,
 ASRock H81M-HDS R2.0  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 MSI 970A GAMING PRO CARBON  ,AM3+/AM3,ATX,32 GB,4,0, 0,
 MSI Z270 KRAIT GAMING  ,LGA1151,ATX,64 GB,4,5, 6,
 MSI Z270 SLI  ,LGA1151,ATX,64 GB,4,5, 4,
 ASRock Z270 Taichi  ,LGA1151,ATX,64 GB,4,4, 3,
 MSI B250I PRO  ,LGA1151,Mini ITX,32 GB,2,5, 5,
 MSI A320M BAZOOKA  ,AM4,Micro ATX,64 GB,4,4, 1,
 MSI X299 SLI PLUS  ,LGA2066,ATX,128 GB,8,0, 0,
 NZXT N7 Z370  ,LGA1151,ATX,64 GB,4,4, 1,
 MSI H310-A PRO  ,LGA1151,ATX,32 GB,2,0, 0,
 Asus Prime H370-A/CSM  ,LGA1151,ATX,64 GB,4,0, 0,
 Asus PRIME B360M-C/CSM  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Biostar X470GTN  ,AM4,Mini ITX,32 GB,2,4, 1,
 Asus PRIME H570M-PLUS  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 ASRock Z590 Extreme  ,LGA1200,ATX,128 GB,4,0, 0,
 MSI MEG Z590 ACE GOLD EDITION  ,LGA1200,ATX,128 GB,4,0, 0,
 Asus PRIME H610I-PLUS-CSM  ,LGA1700,Mini ITX,96 GB,2,0, 0,
 ASRock Z390 PHANTOM GAMING 7  ,LGA1151,ATX,128 GB,4,0, 0,
 EVGA Z590 DARK  ,LGA1200,EATX,64 GB,2,0, 0,$799.00
 ASRock C70M1  ,Integrated C-Series C-70,Mini ITX,16 GB,2,0, 0,
 Asus P7P55 LX  ,LGA1156,ATX,16 GB,4,0, 0,
 Gigabyte GA-G41MT-D3  ,LGA775,Micro ATX,8 GB,2,4, 1,
 Asus M4A88T-I Deluxe  ,AM3,Mini ITX,8 GB,2,0, 0,
 Intel DH67CL  ,LGA1155,ATX,32 GB,4,0, 0,
 MSI 990FXA-GD80  ,AM3+,ATX,32 GB,4,4, 1,
 Gigabyte GA-A55M-DS2  ,FM1,Micro ATX,32 GB,2,0, 0,
 ASRock H77 Pro4/MVP  ,LGA1155,ATX,32 GB,4,5, 2,
 MSI Z77A-G41  ,LGA1155,ATX,32 GB,4,4, 12,
 Gigabyte GA-Z77N-WIFI  ,LGA1155,Mini ITX,16 GB,2,4, 6,
 Gigabyte GA-H77N-WIFI  ,LGA1155,Mini ITX,16 GB,2,4, 12,
 Asus Sabertooth 990FX/GEN3 R2.0  ,AM3+,ATX,32 GB,4,4, 4,
 Intel DH87MC  ,LGA1150,ATX,32 GB,4,0, 0,
 Asus H87I-PLUS  ,LGA1150,Mini ITX,16 GB,2,5, 7,
 MSI Z170A Tomahawk AC  ,LGA1151,ATX,64 GB,4,5, 4,
 Asus H170M-E D3  ,LGA1151,Micro ATX,64 GB,4,4, 1,
 Asus B150 PRO GAMING D3  ,LGA1151,ATX,64 GB,4,4, 1,
 ASRock H110M-ITX  ,LGA1151,Mini ITX,32 GB,2,4, 6,
 MSI X99A GODLIKE GAMING CARBON  ,LGA2011-3,EATX,128 GB,8,5, 3,
 Supermicro X10SRM-F  ,LGA2011-3 Narrow,Micro ATX,512 GB,4,0, 0,
 ASRock D1520D4I  ,Integrated Xeon D-1520,Mini ITX,128 GB,4,0, 0,
 Asus B150-PLUS  ,LGA1151,ATX,64 GB,4,0, 0,
 Asus B150M-PLUS  ,LGA1151,Micro ATX,64 GB,4,4, 1,
 MSI B250M PRO-VH  ,LGA1151,Micro ATX,32 GB,2,5, 3,
 ASRock Fatal1ty X370 Professional Gaming  ,AM4,ATX,64 GB,4,5, 2,
 Gigabyte GA-Z270X-DESIGNARE  ,LGA1151,ATX,64 GB,4,5, 3,
 Asus ROG STRIX H270I GAMING  ,LGA1151,Mini ITX,32 GB,2,4, 2,
 MSI X299 GAMING PRO CARBON AC  ,LGA2066,ATX,128 GB,8,5, 1,
 MSI X299 XPOWER GAMING AC  ,LGA2066,EATX,128 GB,8,5, 1,
 Asus ROG STRIX B250G GAMING  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Gigabyte B360M H  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 ASRock X570 Extreme4 WiFi ax  ,AM4,ATX,128 GB,4,0, 0,
 Biostar A32M2  ,AM4,Micro ATX,32 GB,2,0, 0,
 ASRock H570M Pro4  ,LGA1200,Micro ATX,128 GB,4,0, 0,
 Gigabyte Z690 AORUS ELITE  ,LGA1700,ATX,192 GB,4,0, 0,
 Asus PRIME Z790-V AX  ,LGA1700,ATX,192 GB,4,0, 0,
 MSI PRO H610M-G II  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Gigabyte H470 AORUS PRO AX  ,LGA1200,ATX,128 GB,4,0, 0,
 Asus Pro WS C246-ACE  ,LGA1151,ATX,128 GB,4,0, 0,
 Asus Rampage III Formula  ,LGA1366,ATX,24 GB,6,0, 0,
 Asus M4N68T-M V2  ,AM3,Micro ATX,16 GB,2,3, 2,
 MSI H61M-E33 ,LGA1155,Micro ATX,16 GB,2,5, 1,
 Asus M5A78L-M LX  ,AM3+,Micro ATX,8 GB,2,5, 1,
 Intel DQ67OWB3  ,LGA1155,Micro ATX,32 GB,4,0, 0,
 Gigabyte GA-Z68XP-UD3  ,LGA1155,ATX,32 GB,4,5, 2,
 Asus M5A97  ,AM3+,ATX,32 GB,4,4, 7,
 Asus Rampage IV Formula  ,LGA2011,ATX,32 GB,4,5, 6,
 Asus P8H77-V LE  ,LGA1155,ATX,32 GB,4,4, 1,
 Asus P8H77-M PRO  ,LGA1155,Micro ATX,32 GB,4,0, 0,
 ASRock Z77 Extreme6  ,LGA1155,ATX,32 GB,4,5, 23,
 EVGA Classified SR-X  ,2 x LGA2011,HPTX,96 GB,12,0, 0,
 Gigabyte GA-H77TN  ,LGA1155,Thin Mini ITX,8 GB,2,0, 0,
 Asus P8H77-M LE  ,LGA1155,Micro ATX,16 GB,2,0, 0,
 Asus Z87M-Plus  ,LGA1150,Micro ATX,32 GB,4,5, 4,
 ASRock B85 Pro4  ,LGA1150,ATX,32 GB,4,4, 4,
 Gigabyte GA-B75N  ,LGA1155,Mini ITX,16 GB,2,0, 0,
 MSI Z87-G43 Gaming  ,LGA1150,ATX,32 GB,4,5, 5,
 ASRock Fatal1ty Z87 Killer  ,LGA1150,ATX,32 GB,4,5, 11,
 Gigabyte GA-Q87TN  ,LGA1150,Thin Mini ITX,16 GB,2,0, 0,
 MSI A78M-E35  ,FM2+,Micro ATX,32 GB,2,4, 16,
 MSI A88XM GAMING  ,FM2+,Micro ATX,32 GB,4,4, 5,
 ASRock H97 Pro4  ,LGA1150,ATX,32 GB,4,4, 18,
 Asus GRYPHON Z97  ,LGA1150,Micro ATX,32 GB,4,5, 4,
 MSI Z97-GD65 Gaming  ,LGA1150,ATX,32 GB,4,4, 9,
 ASRock C226M WS  ,LGA1150,Micro ATX,32 GB,4,0, 0,
 Gigabyte GA-Z170M-D3H  ,LGA1151,Micro ATX,64 GB,4,4, 11,
 Asus M5A78L-M LE/USB3  ,AM3+,Micro ATX,16 GB,2,0, 0,
 ASRock Z170M Extreme4  ,LGA1151,Micro ATX,64 GB,4,5, 19,
 Gigabyte GA-Q170M-D3H  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 Asus E3 PRO GAMING V5  ,LGA1151,ATX,64 GB,4,0, 0,
 Gigabyte GA-970-Gaming SLI  ,AM3+/AM3,ATX,64 GB,4,5, 2,
 MSI B150M MORTAR ARCTIC  ,LGA1151,Micro ATX,64 GB,4,5, 5,
 MSI H270M BAZOOKA  ,LGA1151,Micro ATX,64 GB,4,4, 1,
 Biostar H110MH PRO D4  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Gigabyte GA-Z270N-Gaming 5  ,LGA1151,Mini ITX,32 GB,2,4, 3,
 Gigabyte GA-AX370-Gaming K3  ,AM4,ATX,64 GB,4,4, 2,
 MSI X370 GAMING M7 ACK  ,AM4,ATX,64 GB,4,5, 2,
 Gigabyte H310M S2V  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 MSI B360 GAMING PRO CARBON  ,LGA1151,ATX,64 GB,4,0, 0,
 ASRock H310M-ITX/ac  ,LGA1151,Mini ITX,32 GB,2,4, 7,
 Asus PRIME H310I-PLUS/CSM  ,LGA1151,Mini ITX,32 GB,2,5, 1,
 Gigabyte X470 AORUS GAMING 7 WIFI-50  ,AM4,ATX,64 GB,4,5, 1,
 ASRock Z490 Pro4  ,LGA1200,ATX,128 GB,4,3, 2,
 ASRock H410M-ITX/ac  ,LGA1200,Mini ITX,64 GB,2,0, 0,
 Asus PRIME H470-PLUS  ,LGA1200,ATX,128 GB,4,3, 1,
 ASRock B660M-HDVP/D5  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Biostar H610MX-E  ,LGA1700,Micro ATX,64 GB,2,0, 0,
 MSI PRO B760-P DDR4  ,LGA1700,ATX,128 GB,4,0, 0,
 Gigabyte B650E AORUS TACHYON  ,AM5,ATX,96 GB,2,0, 0,
 MSI PRO B650M-E  ,AM5,Micro ATX,96 GB,2,0, 0,
 Gigabyte B760M GAMING WIFI PLUS  ,LGA1700,Micro ATX,96 GB,2,0, 0,
 Supermicro C7Z87-OCE  ,LGA1150,ATX,32 GB,4,0, 0,$516.09
 ASRock Z490 PG Velocita  ,LGA1200,ATX,128 GB,4,0, 0,$429.07
 Asus Pro B760M-C-CSM  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 ASRock X299 Extreme4  ,LGA2066,ATX,128 GB,8,5, 1,
 Biostar B760M-SILVER  ,LGA1700,Micro ATX,192 GB,4,0, 0,
 Zotac NF610I-L-E  ,LGA775,Micro ATX,4 GB,2,0, 0,
 MSI P67A-G45 ,LGA1155,ATX,32 GB,4,5, 1,
 Asus P9X79 WS  ,LGA2011,SSI CEB,64 GB,8,5, 2,
 Intel DX79TO  ,LGA2011,ATX,64 GB,8,0, 0,
 ASRock 970 Pro3 R2.0  ,AM3+,ATX,64 GB,4,4, 14,
 Gigabyte GA-Z87X-OC  ,LGA1150,ATX,32 GB,4,5, 8,
 Gigabyte GA-H87N-WIFI  ,LGA1150,Mini ITX,16 GB,2,5, 11,
 ASRock H81M-ITX  ,LGA1150,Mini ITX,16 GB,2,3, 4,
 Gigabyte G1.Sniper B5  ,LGA1150,ATX,32 GB,4,4, 1,
 Gigabyte GA-Z97X-UD5H-BK  ,LGA1150,ATX,32 GB,4,5, 6,
 ASRock B85M-DGS  ,LGA1150,Micro ATX,16 GB,2,0, 0,
 Asus X99-PRO  ,LGA2011-3,ATX,64 GB,8,5, 3,
 Asus B85M-GAMER  ,LGA1150,Micro ATX,32 GB,4,0, 0,
 ASRock Fatal1ty H170 Performance  ,LGA1151,ATX,64 GB,4,5, 4,
 ASRock A68M-ITX  ,FM2+,Mini ITX,32 GB,2,5, 4,
 MSI H110I PRO AC  ,LGA1151,Mini ITX,32 GB,2,5, 6,
 MSI B150M Night Elf  ,LGA1151,Micro ATX,64 GB,4,5, 1,
 Supermicro X10SDV-4C-TLN2F  ,Integrated Xeon D-1521,Mini ITX,64 GB,4,0, 0,
 ASRock Fatal1ty Z170 Gaming K6  ,LGA1151,ATX,64 GB,4,4, 1,
 Gigabyte GA-B250-HD3P  ,LGA1151,ATX,64 GB,4,0, 0,
 Gigabyte GA-H110M-S2V  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus STRIX Z370-G GAMING  ,LGA1151,Micro ATX,64 GB,4,0, 0,
 MSI H270-A PRO  ,LGA1151,ATX,64 GB,4,5, 2,
 Biostar B360MHD PRO  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 Asus PRIME H310M-C/CSM  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 EVGA Z390 FTW  ,LGA1151,ATX,128 GB,4,5, 1,
 Gigabyte GA-B365M-HD3  ,LGA1151,Micro ATX,32 GB,2,0, 0,
 ECS A320AM4-M3D  ,AM4,Micro ATX,32 GB,2,0, 0,
 ASRock Z490 Phantom Gaming 4/ax  ,LGA1200,ATX,128 GB,4,0, 0,
 MSI H410M PRO-VH  ,LGA1200,Micro ATX,64 GB,2,0, 0,
 Gigabyte B550M H  ,AM4,Micro ATX,64 GB,2,0, 0,
 Gigabyte Z490 UD AC-Y1  ,LGA1200,ATX,128 GB,4,0, 0,
 Gigabyte B760M AORUS ELITE DDR4  ,LGA1700,Micro ATX,128 GB,4,0, 0,
 Gigabyte B650M H  ,AM5,Micro ATX,96 GB,2,0, 0,
 Gigabyte Z590M  ,LGA1200,Micro ATX,128 GB,4,0, 0,
