Memory Name,Memory Speed,Memory Modules,Memory Price/GB,Memory First Word Latency,Memory CAS Latency,Memory Rating,Memory Rating Count,Memory Price
 Klevv Urbane 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Klevv Urbane 8 GB  ,DDR3-2400,2 x 4GB,,9.167 ns,11,0, 0,
 Klevv Urbane 8 GB  ,DDR3-2800,2 x 4GB,,8.571 ns,12,0, 0,
 Klevv Urbane 8 GB  ,DDR3-2933,2 x 4GB,,8.183 ns,12,0, 0,
 Klevv Urbane 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2133,2 x 8GB,,9.376 ns,10,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2400,2 x 8GB,,9.167 ns,11,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2666,2 x 8GB,,9.002 ns,12,0, 0,
 Klevv CRAS 16 GB  ,DDR4-2800,4 x 4GB,,11.429 ns,16,0, 0,
 Klevv CRAS 32 GB  ,DDR4-2133,4 x 8GB,,14.065 ns,15,0, 0,
 Klevv Genuine 16 GB  ,DDR3-1600,4 x 4GB,,11.25 ns,9,0, 0,
 Klevv Genuine 16 GB  ,DDR3-1866,4 x 4GB,,9.646 ns,9,0, 0,
 Klevv Genuine 16 GB  ,DDR3-2133,4 x 4GB,,9.376 ns,10,0, 0,
 Klevv Genuine 16 GB  ,DDR3-2400,4 x 4GB,,9.167 ns,11,0, 0,
 Klevv Genuine 16 GB  ,DDR3-2666,4 x 4GB,,9.002 ns,12,0, 0,
 Klevv Genuine 16 GB  ,DDR3-2800,4 x 4GB,,8.571 ns,12,0, 0,
 Klevv Genuine 16 GB  ,DDR3-2933,4 x 4GB,,8.183 ns,12,0, 0,
 Klevv Genuine 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 Klevv Genuine 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,0, 0,
 Klevv Genuine 16 GB  ,DDR3-2133,2 x 8GB,,9.376 ns,10,0, 0,
 Klevv Genuine 16 GB  ,DDR3-2400,2 x 8GB,,9.167 ns,11,0, 0,
 Klevv Genuine 16 GB  ,DDR3-2666,2 x 8GB,,9.002 ns,12,0, 0,
 Klevv Genuine 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 Klevv Genuine 32 GB  ,DDR3-1866,4 x 8GB,,9.646 ns,9,0, 0,
 Klevv Genuine 32 GB  ,DDR3-2133,4 x 8GB,,9.376 ns,10,0, 0,
 Klevv Genuine 32 GB  ,DDR3-2400,4 x 8GB,,9.167 ns,11,0, 0,
 Klevv Genuine 32 GB  ,DDR3-2666,4 x 8GB,,9.002 ns,12,0, 0,
 Klevv Neo 16 GB  ,DDR3-1600,4 x 4GB,,11.25 ns,9,0, 0,
 Klevv Neo 16 GB  ,DDR3-1866,4 x 4GB,,9.646 ns,9,0, 0,
 Klevv Neo 16 GB  ,DDR3-2133,4 x 4GB,,9.376 ns,10,0, 0,
 Klevv Neo 16 GB  ,DDR3-2400,4 x 4GB,,9.167 ns,11,0, 0,
 Klevv Neo 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 Klevv Neo 32 GB  ,DDR3-1866,4 x 8GB,,9.646 ns,9,0, 0,
 Klevv Neo 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Klevv Neo 32 GB  ,DDR3-2400,4 x 8GB,,9.167 ns,11,0, 0,
 Klevv Urbane 16 GB  ,DDR3-1600,4 x 4GB,,11.25 ns,9,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2133,4 x 4GB,,9.376 ns,10,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2400,4 x 4GB,,9.167 ns,11,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2666,4 x 4GB,,9.002 ns,12,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2800,4 x 4GB,,8.571 ns,12,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2933,4 x 4GB,,8.183 ns,12,0, 0,
 Klevv Urbane 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 Klevv Urbane 32 GB  ,DDR3-1866,4 x 8GB,,9.646 ns,9,0, 0,
 Klevv Urbane 16 GB  ,DDR3-2133,4 x 4GB,,9.376 ns,10,0, 0,
 Klevv Urbane 32 GB  ,DDR3-2666,4 x 8GB,,9.002 ns,12,0, 0,
 Kingston KVR13LR9D4K3/48 48 GB  ,DDR3-1333,3 x 16GB,,13.503 ns,9,0, 0,
 Kingston KVR18R13S8/4 4 GB  ,DDR3-1866,1 x 4GB,,13.934 ns,13,0, 0,
 Kingston KVR18R13S8/4KF 4 GB  ,DDR3-1866,1 x 4GB,,13.934 ns,13,0, 0,
 Mushkin Redline 16 GB  ,DDR3-2400,2 x 8GB,,8.333 ns,10,0, 0,
 Mushkin Redline 32 GB  ,DDR3-2400,4 x 8GB,,8.333 ns,10,0, 0,
 Corsair Dominator Platinum 16 GB  ,DDR4-3200,4 x 4GB,,9.375 ns,15,0, 0,
 Kingston HyperX Fury 64 GB  ,DDR4-2133,8 x 8GB,,13.127 ns,14,0, 0,
 Kingston KTL-TS421/16G 16 GB  ,DDR4-2133,1 x 16GB,,14.065 ns,15,0, 0,
 Kingston KTL-TS421/8G 8 GB  ,DDR4-2133,1 x 8GB,$6.124,14.065 ns,15,0, 0,$48.99
 Kingston KVR16LE11K3/24 24 GB  ,DDR3-1600,3 x 8GB,,13.75 ns,11,0, 0,
 Mushkin Proline 8 GB  ,DDR3-1333,1 x 8GB,,10.503 ns,7,0, 0,
 Crucial CT16G3ERSLQ41067 16 GB  ,DDR3-1066,1 x 16GB,,13.133 ns,7,0, 0,
 Crucial CT16G3ERSLQ81067 16 GB  ,DDR3-1066,1 x 16GB,,13.133 ns,7,0, 0,
 Crucial CT2K4G4RFS8213 8 GB  ,DDR4-2133,2 x 4GB,,14.065 ns,15,0, 0,
 Crucial CT4K8G4RFS4213 32 GB  ,DDR4-2133,4 x 8GB,,14.065 ns,15,0, 0,
 Crucial CT204872BB160B 16 GB  ,DDR3-1600,1 x 16GB,,13.75 ns,11,0, 0,
 Crucial CT25672BD160B 2 GB  ,DDR3-1600,1 x 2GB,,13.75 ns,11,0, 0,
 Crucial CT2G3ERSLD81339 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,0, 0,
 Crucial CT2G3ERSLS8160B 2 GB  ,DDR3-1600,1 x 2GB,,13.75 ns,11,0, 0,
 Crucial CT2G3ERVLS81339 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,0, 0,
 Crucial CT2K4G3ERSLD8160B 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,0, 0,
 Crucial CT2K8G3ERSLD4160B 16 GB  ,DDR3-1600,2 x 8GB,,13.75 ns,11,0, 0,
 Crucial CT2KIT102472BA160B 16 GB  ,DDR3-1600,2 x 8GB,,13.75 ns,11,0, 0,
 Crucial CT2KIT25672BD160B 4 GB  ,DDR3-1600,2 x 2GB,,13.75 ns,11,0, 0,
 Crucial CT2KIT51272BB160B 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,0, 0,
 Crucial CT2KIT51272BD160B 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,0, 0,
 Crucial CT32G3ERSLQ41067 32 GB  ,DDR3-1066,1 x 32GB,,13.133 ns,7,0, 0,
 Crucial CT32G3ERSLQ41339 32 GB  ,DDR3-1333,1 x 32GB,,13.503 ns,9,0, 0,
 Crucial CT3K16G3ERSLD4160B 48 GB  ,DDR3-1600,3 x 16GB,,13.75 ns,11,0, 0,
 Crucial CT3K2G3ERSLS8160B 6 GB  ,DDR3-1600,3 x 2GB,,13.75 ns,11,0, 0,
 Crucial CT3K4G3ERSLD8160B 12 GB  ,DDR3-1600,3 x 4GB,,13.75 ns,11,0, 0,
 Crucial CT3K8G3ERSLD81339 24 GB  ,DDR3-1333,3 x 8GB,,13.503 ns,9,0, 0,
 Crucial CT3KIT102472BA160B 24 GB  ,DDR3-1600,3 x 8GB,,13.75 ns,11,0, 0,
 Crucial CT3KIT102472BD1339 24 GB  ,DDR3-1333,3 x 8GB,,13.503 ns,9,0, 0,
 Crucial CT3KIT51272BA1067 12 GB  ,DDR3-1066,3 x 4GB,,13.133 ns,7,0, 0,
 Crucial CT4G3ERSLD8160B 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Crucial CT4G3ERSLS41339 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT4G3ERSLS4160B 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Crucial CT4G3ERVDD8186D 4 GB  ,DDR3-1866,1 x 4GB,,13.934 ns,13,0, 0,
 Crucial CT51272BB160B 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Crucial CT8G3ERSLS41339 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston D1G72K111S 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston D1G72KL111S 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston D51272K110S 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KFJ-PM316S8/4G 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KTD-PE316S8/4G 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR18R13D4/16KF 16 GB  ,DDR3-1866,1 x 16GB,,13.934 ns,13,0, 0,
 Kingston KVR18R13D4K3/48 48 GB  ,DDR3-1866,3 x 16GB,,13.934 ns,13,0, 0,
 Kingston KVR18R13D8/8 8 GB  ,DDR3-1866,1 x 8GB,,13.934 ns,13,0, 0,
 Kingston KVR18R13D8/8KF 8 GB  ,DDR3-1866,1 x 8GB,,13.934 ns,13,0, 0,
 Kingston KVR16R11S8/4EF 4 GB  ,DDR3-1600,1 x 4GB,$16.198,13.75 ns,11,0, 0,$64.79
 Kingston KVR16R11S8K3/6 6 GB  ,DDR3-1600,3 x 2GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11S8K4/16I 16 GB  ,DDR3-1600,4 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR18E13/8KF 8 GB  ,DDR3-1866,1 x 8GB,,13.934 ns,13,0, 0,
 Kingston KVR18R13D4/16 16 GB  ,DDR3-1866,1 x 16GB,$5.746,13.934 ns,13,0, 0,$91.93
 Kingston KVR18R13S4/8KF 8 GB  ,DDR3-1866,1 x 8GB,,13.934 ns,13,0, 0,
 Kingston KVR18R13S4K3/24 24 GB  ,DDR3-1866,3 x 8GB,,13.934 ns,13,0, 0,
 Kingston KVR18R13S4K4/32 32 GB  ,DDR3-1866,4 x 8GB,,13.934 ns,13,0, 0,
 Kingston KVR667D2D4F5/4G 4 GB  ,DDR2-667,1 x 4GB,,14.993 ns,5,0, 0,
 Kingston KVR667D2D4F5/8GI 8 GB  ,DDR2-667,1 x 8GB,,14.993 ns,5,0, 0,
 Kingston KVR16LSE11/4KF 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11D4/16HA 16 GB  ,DDR3-1600,1 x 16GB,$2.994,13.75 ns,11,0, 0,$47.91
 Kingston KVR16R11D4K4/32I 32 GB  ,DDR3-1600,4 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11D8/4 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11D8L/8 8 GB  ,DDR3-1600,1 x 8GB,$7.499,13.75 ns,11,0, 0,$59.99
 Kingston KVR16R11S4/4 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11S4/8HA 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11S4K3/24 24 GB  ,DDR3-1600,3 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11S4K4/16 16 GB  ,DDR3-1600,4 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11S4K4/32I 32 GB  ,DDR3-1600,4 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11D8/8KF 8 GB  ,DDR3-1600,1 x 8GB,$7.247,13.75 ns,11,0, 0,$57.98
 Kingston KVR16R11D8K4/32I 32 GB  ,DDR3-1600,4 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11S4/4HE 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11S4/8I 8 GB  ,DDR3-1600,1 x 8GB,$5.343,13.75 ns,11,0, 0,$42.74
 Kingston KVR16R11S8/2 2 GB  ,DDR3-1600,1 x 2GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11S4/8 8 GB  ,DDR3-1600,1 x 8GB,$6.055,13.75 ns,11,0, 0,$48.44
 Kingston KVR16R11D8K4/16 16 GB  ,DDR3-1600,4 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16R11D4/8HE 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LSE11/8KF 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11S8K3/12 12 GB  ,DDR3-1600,3 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11S8/4I 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11S8/4EF 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11S4L/8 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11S4K4/32I 32 GB  ,DDR3-1600,4 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11S4/8I 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11S4/8 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D8K4/32 32 GB  ,DDR3-1600,4 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D8K3/24I 24 GB  ,DDR3-1600,3 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D8K3/24 24 GB  ,DDR3-1600,3 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D8/8KF 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D8/8I 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D8/8 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D4L/16 16 GB  ,DDR3-1600,1 x 16GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D4K3/48 48 GB  ,DDR3-1600,3 x 16GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D4/8 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11D4/16I 16 GB  ,DDR3-1600,1 x 16GB,,13.75 ns,11,0, 0,
 Kingston KVR16LL11Q4/32 32 GB  ,DDR3-1600,1 x 32GB,,13.75 ns,11,0, 0,
 Kingston KVR16LE11S8/4EF 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KTL-TS316S/8G 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KTM-SX316ES/4G 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KTM-SX316LLVS/8G 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KTM-SX316S8/4G 4 GB  ,DDR3-1600,1 x 4GB,$30.250,13.75 ns,11,0, 0,$121.00
 Kingston KTM-SX316S/8G 8 GB  ,DDR3-1600,1 x 8GB,$6.812,13.75 ns,11,0, 0,$54.50
 Kingston ValueRAM 4 GB  ,DDR3-1066,1 x 4GB,,13.133 ns,7,0, 0,
 Kingston KVR1333D3D8R9S/4G 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR1333D3D8R9SK2/8G 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR1333D3D8R9SL/4G 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR1333D3E9SK3/12G 12 GB  ,DDR3-1333,3 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR1333D3LD8R9S/4G 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR1333D3LQ8R9S/8G 8 GB  ,DDR3-1333,1 x 8GB,$8.744,13.503 ns,9,0, 0,$69.95
 Kingston KVR1333D3S4R9S/4G 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR13E9K2/16I 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR13E9K3/24I 24 GB  ,DDR3-1333,3 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR13LE9/8 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR13LE9S8/4 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR13LL9Q4/32I 32 GB  ,DDR3-1333,1 x 32GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9D4/16HA 16 GB  ,DDR3-1333,1 x 16GB,$3.062,13.503 ns,9,0, 0,$48.99
 Kingston KVR13LR9D4/8HE 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9D4/8I 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9D4K3/48I 48 GB  ,DDR3-1333,3 x 16GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9D4K4/64I 64 GB  ,DDR3-1333,4 x 16GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9D8/8 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9D8/8EF 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9D8K3/12 12 GB  ,DDR3-1333,3 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9D8K4/16 16 GB  ,DDR3-1333,4 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9Q4/32 32 GB  ,DDR3-1333,1 x 32GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9Q8/16 16 GB  ,DDR3-1333,1 x 16GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9Q8/16EF 16 GB  ,DDR3-1333,1 x 16GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9S4/4 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9S4K4/16 16 GB  ,DDR3-1333,4 x 4GB,,13.503 ns,9,4, 3,
 Kingston KVR13LR9S4L/8 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9S8/2 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9S8/4 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9S8/4EF 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR13LR9S8K4/8 8 GB  ,DDR3-1333,4 x 2GB,,13.503 ns,9,0, 0,
 Kingston KVR13LSE9S8/4 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Kingston KVR13R9D4K3/48 48 GB  ,DDR3-1333,3 x 16GB,$2.062,13.503 ns,9,0, 0,$98.99
 Kingston KVR13R9D4K3/48I 48 GB  ,DDR3-1333,3 x 16GB,$2.062,13.503 ns,9,0, 0,$98.99
 Kingston KVR13R9S4L/8 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Kingston KVR16E11/2 2 GB  ,DDR3-1600,1 x 2GB,,13.75 ns,11,0, 0,
 Kingston KVR16E11/8EF 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16E11K3/24 24 GB  ,DDR3-1600,3 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16E11S8/4EF 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16LE11/8EF 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR16LE11/8I 8 GB  ,DDR3-1600,1 x 8GB,$8.623,13.75 ns,11,0, 0,$68.98
 Kingston KVR16LE11L/4 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Mushkin Proline 8 GB  ,DDR3-1066,1 x 8GB,,13.133 ns,7,0, 0,
 Mushkin Proline 16 GB  ,DDR3-1066,1 x 16GB,,13.133 ns,7,0, 0,
 Mushkin Proline 16 GB  ,DDR3-1600,1 x 16GB,,13.75 ns,11,0, 0,
 Mushkin Proline 32 GB  ,DDR3-1066,1 x 32GB,,13.133 ns,7,0, 0,
 Mushkin Proline 4 GB  ,DDR3-1866,1 x 4GB,,13.934 ns,13,0, 0,
 Crucial CT2K4G3ERSLD81339 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT2K4G3ERVLD81339 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT2K8G3ERSLD41339 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,0, 0,
 Crucial CT2K8G3ERSLD81339 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,0, 0,
 Crucial CT2KIT25672BD1339 4 GB  ,DDR3-1333,2 x 2GB,,13.503 ns,9,0, 0,
 Crucial CT2KIT51272BD1339 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT3K16G3ERSLD41339 48 GB  ,DDR3-1333,3 x 16GB,,13.503 ns,9,0, 0,
 Crucial CT3K2G3ERSLD81339 6 GB  ,DDR3-1333,3 x 2GB,,13.503 ns,9,0, 0,
 Crucial CT3K4G3ERSLD81339 12 GB  ,DDR3-1333,3 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT3K4G3ERVLD81339 12 GB  ,DDR3-1333,3 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT3KIT51272BD1339 12 GB  ,DDR3-1333,3 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT4G3ERSLD81339 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT4G3ERVLD81339 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT51272BD1339 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT51272BV1339 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Crucial CT8G3ERSLD81339 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Crucial CT8G4RFD8213 8 GB  ,DDR4-2133,1 x 8GB,,14.065 ns,15,0, 0,
 Mushkin Stealth 4 GB  ,DDR3-1600,1 x 4GB,,11.25 ns,9,0, 0,
 Mushkin Stealth 8 GB  ,DDR3-1600,1 x 8GB,,11.25 ns,9,0, 0,
 Avexir Raiden 16 GB  ,DDR3-1600,2 x 8GB,,12.5 ns,10,4, 1,
 Avexir Core 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Avexir Core 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Avexir Core 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Avexir Raiden 16 GB  ,DDR3-2133,2 x 8GB,,8.439 ns,9,0, 0,
 Avexir Core 8 GB  ,DDR3-2400,2 x 4GB,,9.167 ns,11,0, 0,
 Avexir Core 8 GB  ,DDR3-2400,2 x 4GB,,9.167 ns,11,0, 0,
 Avexir Core 16 GB  ,DDR3-2400,2 x 8GB,,9.167 ns,11,5, 1,
 Avexir Core 16 GB  ,DDR3-2400,2 x 8GB,,9.167 ns,11,0, 0,
 Avexir Core 16 GB  ,DDR3-2400,2 x 8GB,,9.167 ns,11,0, 0,
 Avexir Core 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,4, 2,
 Avexir Core 32 GB  ,DDR4-2666,4 x 8GB,,11.253 ns,15,0, 0,
 Corsair Vengeance LPX 32 GB  ,DDR4-2400,4 x 8GB,,11.667 ns,14,5, 2,
 Corsair Vengeance LPX 4 GB  ,DDR4-2400,1 x 4GB,,12.5 ns,15,5, 2,
 Avexir Core 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,5, 1,
 Avexir Raiden 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,0, 0,
 Avexir Core 16 GB  ,DDR3-1600,2 x 8GB,,12.5 ns,10,0, 0,
 Avexir Core 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
 Avexir Core 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,0, 0,
 Avexir Core 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,0, 0,
 Avexir Core 8 GB  ,DDR3-2133,2 x 4GB,,10.314 ns,11,0, 0,
 Avexir Core 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,0, 0,
 Avexir Blitz 8 GB  ,DDR3-2400,2 x 4GB,,8.333 ns,10,0, 0,
 Avexir Blitz 8 GB  ,DDR3-2400,2 x 4GB,,8.333 ns,10,0, 0,
 Avexir Blitz 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 1,
 Avexir Blitz 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,5, 1,
 Avexir Blitz 1.1 8 GB  ,DDR3-1866,2 x 4GB,,11.79 ns,11,0, 0,
 Avexir Blitz 1.1 8 GB  ,DDR3-2933,2 x 4GB,,8.183 ns,12,0, 0,
 Kingston D1G72L131 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KTH-PL421LQ/32G 32 GB  ,DDR4-2133,1 x 32GB,,14.065 ns,15,0, 0,
 Kingston KVR16R11S8K4/16 16 GB  ,DDR3-1600,4 x 4GB,,13.75 ns,11,0, 0,
 ADATA Premier 16 GB  ,DDR3-1600,2 x 8GB,,13.75 ns,11,0, 0,
 ADATA AX4U3200W4G16-QGZ 16 GB  ,DDR4-3200,4 x 4GB,,10 ns,16,0, 0,
 Kingston HX318LS11IB/4 4 GB  ,DDR3-1866,1 x 4GB,,11.79 ns,11,0, 0,
 Kingston HX318LS11IB/8 8 GB  ,DDR3-1866,1 x 8GB,,11.79 ns,11,0, 0,
 Kingston HX318LS11IBK2/16 16 GB  ,DDR3-1866,2 x 8GB,,11.79 ns,11,0, 0,
 Kingston HX318LS11IBK2/8 8 GB  ,DDR3-1866,2 x 4GB,,11.79 ns,11,0, 0,
 Kingston HX424C12PBK4/32 32 GB  ,DDR4-2400,4 x 8GB,,10 ns,12,0, 0,
 Kingston HX426C13PBK4/32 32 GB  ,DDR4-2666,4 x 8GB,,9.752 ns,13,0, 0,
