Name,Capacity,Price/GB,Type,Form Factor,Interface,Rating,Rating Count,Price
 Corsair Force MP500  ,120 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 13,
 Intel Optane 905P  ,380 GB,,SSD,M.2-22110,M.2 PCIe 3.0 X4,4, 3,
 ADATA Legend 850  ,2 TB,$123.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$123.99
 Integral M2  ,256 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Verbatim Vi7000G  ,2 TB,$129.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$129.99
 Sabrent Rocket 5  ,1 TB,$189.99,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,$189.99
 Western Digital RE  ,3 TB,$98.96,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 2,$98.96
 Netac NV7000  ,2 TB,$160.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$160.99
 Seagate EE25.2  ,40 GB,$71.98,5400 RPM,"2.5""",SATA 3.0 Gb/s,4, 1,$71.98
 Lexar NQ100  ,240 GB,$22.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$22.99
 Western Digital Blue SN550  ,500 GB,$69.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 1,$69.99
 Samsung MZVPV256HDGL-00000  ,256 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,3, 2,
 Inland QN322  ,500 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,
 Integral M2  ,512 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Patriot P400 Lite  ,250 GB,$46.88,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$46.88
 HP EX900  ,120 GB,$32.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,$32.99
 Transcend MTE240S  ,1 TB,$79.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$79.98
 Crucial MX300  ,1.05 TB,$149.94,SSD,"2.5""",SATA 6.0 Gb/s,5, 13,$149.94
 Western Digital Gold  ,6 TB,$194.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 1,$194.99
 Toshiba P300  ,4 TB,$117.50,5400 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$117.50
 Seagate BarraCuda  ,1 TB,$49.99,7200 RPM,"3.5""",SATA 3.0 Gb/s,5, 49,$49.99
 Samsung 850 Evo  ,500 GB,$206.11,SSD,M.2-2280,M.2 SATA,5, 46,$206.11
 Seagate SkyHawk  ,2 TB,$83.16,5900 RPM,"3.5""",SATA 6.0 Gb/s,5, 1,$83.16
 Patriot Viper VP4300  ,2 TB,$189.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,$189.99
 Seagate Exos X18  ,16 TB,$385.85,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$385.85
 Toshiba OCZ TR200  ,240 GB,,SSD,"2.5""",SATA 6.0 Gb/s,4, 6,
 Western Digital Scorpio Blue  ,1 TB,,5200 RPM,"2.5""",SATA 3.0 Gb/s,3, 1,
 Seagate BarraCuda  ,500 GB,,7200 RPM,"3.5""",SATA 3.0 Gb/s,4, 5,
 Patriot P310  ,1.92 TB,$109.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,$109.99
 Seagate Enterprise Capacity  ,10 TB,$204.98,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 2,$204.98
 Sabrent Rocket Q  ,500 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Western Digital Blue Mobile  ,500 GB,$30.00,5400 RPM,"2.5""",SATA 6.0 Gb/s,0, 0,$30.00
 Klevv CRAS C930  ,1 TB,$79.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$79.98
 Sabrent Rocket Q4  ,1 TB,$170.42,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 6,$170.42
 PNY XLR8 CS3140 w/Heatsink  ,1 TB,$99.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$99.99
 Seagate Constellation ES.3  ,4 TB,$132.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 1,$132.99
 Acer SA100  ,240 GB,$27.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$27.99
 PNY XLR8 CS3140 w/Heatsink  ,2 TB,$625.29,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$625.29
 Kingston HyperX Fury  ,240 GB,,SSD,"2.5""",SATA 6.0 Gb/s,4, 12,
 ADATA XPG GAMMIX S5  ,256 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,
 HP EX900  ,1 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,
 Integral M  ,1 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Lexar NM610  ,500 GB,$59.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,$59.99
 Transcend 250S  ,2 TB,$150.74,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$150.74
 Western Digital Red  ,3 TB,$139.00,5400 RPM,"3.5""",SATA 6.0 Gb/s,3, 1,$139.00
 ADATA Premium For PS5  ,1 TB,$79.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,4, 1,$79.98
 Western Digital Red  ,10 TB,$419.00,5400 RPM,"3.5""",SATA 6.0 Gb/s,5, 3,$419.00
 Western Digital Black SN750  ,2 TB,$300.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,$300.99
 Inland Gaming Performance Plus  ,8 TB,$849.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$849.99
 XPG SX6000 Lite  ,512 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,3, 1,
 Kingston Fury Renegade with Heat Sink  ,500 GB,$84.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$84.99
 Verbatim Vi560  ,1 TB,$62.86,SSD,M.2-2280,M.2 SATA,0, 0,$62.86
 Western Digital Caviar Blue  ,750 GB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 5,
 Seagate Nytro Enterprise  ,3.2 TB,$1299.00,SSD,"2.5""",SAS 12.0 Gb/s,0, 0,$1299.00
 Seagate Exos X22  ,20 TB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,
 Lenovo S4520  ,480 GB,$308.54,SSD,"3.5""",SATA 6.0 Gb/s,0, 0,$308.54
 Samsung Spinpoint F1 RAID  ,1 TB,,7200 RPM,"3.5""",SATA 3.0 Gb/s,0, 0,
 Crucial BX100  ,250 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 27,
 Samsung 860 Evo  ,2 TB,,SSD,M.2-2280,M.2 SATA,5, 1,
 Western Digital SN530  ,1.024 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,
 Gigabyte AORUS Gen5 10000  ,1 TB,,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,
 Seagate Enterprise Capacity  ,8 TB,$181.90,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$181.90
 Silicon Power UD80  ,2 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Western Digital Blue Mobile  ,2 TB,$79.99,5400 RPM,"2.5""",SATA 6.0 Gb/s,4, 3,$79.99
 Toshiba X300 Pro  ,16 TB,$334.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$334.99
 Seagate IronWolf Pro NAS  ,14 TB,$405.61,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$405.61
 ADATA SU760  ,512 GB,$37.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$37.99
 Seagate IronWolf Pro  ,10 TB,$230.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$230.00
 Western Digital VelociRaptor  ,500 GB,$76.36,10000 RPM,"3.5""",SATA 6.0 Gb/s,5, 9,$76.36
 ADATA Ultimate SU750  ,256 GB,,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,
 Crucial MX100  ,512 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 35,
 Western Digital Purple Surveillance  ,6 TB,$146.38,5400 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$146.38
 Sabrent Rocket  ,1 TB,,SSD,M.2-2242,M.2 PCIe 3.0 X4,5, 1,
 Western Digital Blue SA510  ,250 GB,$39.99,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,$39.99
 Klevv CRAS C710  ,256 GB,$50.27,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,$50.27
 Hitachi Ultrastar He12  ,12 TB,$319.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$319.99
 PNY XLR8 CS3040  ,1 TB,,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 5,
 ADATA Ultimate SU750  ,512 GB,,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,
 MSI SPATIUM M370  ,1 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Lexar NS100  ,2 TB,$117.99,SSD,"2.5""",SATA 6.0 Gb/s,4, 1,$117.99
 Sabrent Rocket 4.0  ,256 GB,$39.99,SSD,M.2-2230,M.2 PCIe 4.0 X4,0, 0,$39.99
 Western Digital Gold  ,20 TB,$459.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$459.99
 Corsair MP600 CORE  ,1 TB,$211.77,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 2,$211.77
 Lexar NS100  ,1 TB,$67.50,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$67.50
 FanXiang S770  ,1 TB,$89.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$89.99
 SK Hynix SL308  ,250 GB,$70.00,SSD,"2.5""",SATA 6.0 Gb/s,4, 12,$70.00
 Kingston A400  ,1.92 TB,$299.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$299.99
 Samsung MZVPV512HDGL-00000  ,512 GB,$221.50,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,$221.50
 Patriot Burst  ,240 GB,$34.04,SSD,"2.5""",SATA 6.0 Gb/s,4, 6,$34.04
 Micron 5200 Ion  ,7.68 TB,$995.00,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$995.00
 Netac NV7000  ,1 TB,$100.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$100.99
 SanDisk Solid State Drive  ,128 GB,,SSD,"2.5""",SATA 6.0 Gb/s,4, 41,
 Western Digital SN520  ,512 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X2,0, 0,
 Silicon Power UD80  ,500 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Kingston Predator  ,240 GB,,SSD,M.2-2280,M.2 PCIe 2.0 X4,5, 5,
 PNY CS1311  ,240 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 75,
 Corsair Force MP500  ,480 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,
 TEAMGROUP CX1  ,480 GB,$31.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$31.99
 ADATA XPG GAMMIX S60 Blade  ,1 TB,$76.98,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$76.98
 Sabrent Rocket  ,512 GB,$69.98,SSD,M.2-2242,M.2 PCIe 3.0 X4,0, 0,$69.98
 Toshiba X300 Pro  ,12 TB,$269.32,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$269.32
 HP EX920  ,256 GB,$59.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 6,$59.99
 ADATA Falcon  ,512 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,
 Western Digital AV-GP  ,250 GB,$18.98,5400 RPM,"3.5""",SATA 3.0 Gb/s,0, 0,$18.98
 Western Digital Red Plus  ,6 TB,$193.00,5400 RPM,"3.5""",SATA 6.0 Gb/s,5, 4,$193.00
 Intel DC P3600  ,1.2 TB,$1500.00,SSD,PCIe,PCIe x4,0, 0,$1500.00
 Intel 760p  ,256 GB,$145.00,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 10,$145.00
 Micron 5400 Pro eSSC  ,7.68 TB,$1450.00,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$1450.00
 ADATA XPG SPECTRIX S40G RGB  ,4 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 3,
 Western Digital Black  ,1 TB,$69.99,7200 RPM,"2.5""",SATA 6.0 Gb/s,4, 17,$69.99
 SanDisk X400  ,1 TB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 2,
 Samsung 840  ,120 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 147,
 Supermicro HDD-T4000-ST4000NM00  ,4 TB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,
 Kingston HyperX Fury  ,120 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 31,
 Corsair Neutron NX500  ,800 GB,,SSD,PCIe,PCIe x1,4, 1,
 ADATA SU635  ,240 GB,,SSD,"2.5""",SATA 6.0 Gb/s,4, 12,
 Kingston KC2500  ,500 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,
 Water Panther Arsenal  ,14 TB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,
 HP FX900  ,512 GB,$47.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$47.99
 Western Digital Black  ,500 GB,$34.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$34.99
 Intel D3-S4520  ,7.68 TB,$799.88,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$799.88
 KingSpec VP101  ,2 TB,$299.99,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,$299.99
 Western Digital RE4  ,1 TB,$39.99,7200 RPM,"3.5""",SATA 3.0 Gb/s,4, 13,$39.99
 Seagate Constellation ES  ,500 GB,$22.50,7200 RPM,"3.5""",SATA 3.0 Gb/s,3, 1,$22.50
 Gigabyte AORUS RGB  ,256 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Lenovo S4520  ,960 GB,$330.27,SSD,"3.5""",SATA 6.0 Gb/s,0, 0,$330.27
 HP EX950  ,2 TB,$191.85,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 5,$191.85
 Intel 545s  ,256 GB,$122.00,SSD,"2.5""",SATA 6.0 Gb/s,5, 6,$122.00
 Seagate BarraCuda  ,500 GB,$36.17,7200 RPM,"3.5""",SATA 3.0 Gb/s,4, 30,$36.17
 GOODRAM CL100 gen.3  ,960 GB,$73.66,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,$73.66
 Western Digital Caviar Green  ,500 GB,$23.44,5400 RPM,"3.5""",SATA 3.0 Gb/s,4, 12,$23.44
 Seagate BarraCuda  ,2 TB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 8,
 Samsung SM961  ,1 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,
 Hitachi Ultrastar He10  ,10 TB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,
 Seagate BarraCuda 120  ,2 TB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 3,
 Apacer AS340 PANTHER  ,240 GB,,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,
 Hitachi Ultrastar  ,2 TB,,7200 RPM,"3.5""",SATA 3.0 Gb/s,5, 4,
 Patriot Viper VP4300  ,1 TB,$119.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 1,$119.99
 Crucial MX500  ,250 GB,,SSD,M.2-2280,M.2 SATA,4, 7,
 ADATA Legend 850  ,512 GB,$56.89,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$56.89
 Toshiba X300  ,4 TB,$149.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,4, 11,$149.00
 PNY XLR8 CS3030  ,250 GB,$54.62,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 2,$54.62
 PNY CS3140  ,4 TB,$458.47,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$458.47
 Seagate BarraCuda Pro  ,12 TB,$350.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 1,$350.00
 ADATA Premier SP550  ,240 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 44,
 Toshiba XG5  ,512 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,
 Apacer AS350 PANTHER  ,256 GB,,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,
 Apacer AS350 PANTHER  ,512 GB,,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,
 PNY CS2140  ,2 TB,,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,
 Intel DC P4510  ,2 TB,$134.99,SSD,"2.5""",U.2,0, 0,$134.99
 Western Digital Purple Pro  ,18 TB,$339.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$339.99
 Western Digital Red SN700  ,2 TB,$189.99,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,$189.99
 ADATA LEGEND 960 MAX  ,4 TB,$299.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$299.99
 Nextorage NEM-PA  ,4 TB,$309.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,4, 1,$309.99
 FanXiang S770  ,2 TB,$139.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$139.99
 Seagate IronWolf NAS  ,3 TB,$97.39,5400 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$97.39
 Patriot P300  ,1 TB,$74.59,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,$74.59
 Seagate IronWolf NAS  ,1 TB,$89.34,5900 RPM,"3.5""",SATA 6.0 Gb/s,5, 1,$89.34
 Silicon Power A58  ,1 TB,,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,
 Lexar NM610PRO  ,500 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 SanDisk EXTREME PRO  ,500 GB,$129.00,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,$129.00
 Hitachi Deskstar NAS  ,10 TB,$688.88,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$688.88
 Western Digital Black SN750  ,4 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Western Digital Green  ,480 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 3,
 Seagate IronWolf 125  ,250 GB,,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,
 Samsung PM893  ,240 GB,$88.50,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$88.50
 Seagate FireCuda 540 w/Heatsink  ,2 TB,,SSD,M.2-2280,M.2 PCIe 5.0 X4,0, 0,
 Samsung 850 Pro  ,128 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 31,
 Crucial MX200  ,250 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 17,
 Western Digital Blue  ,1 TB,,Hybrid,"2.5""",SATA 6.0 Gb/s,2, 1,
 TEAMGROUP MP33  ,128 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,
 ADATA LEGEND 700  ,256 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Western Digital SN530  ,256 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Solidigm P41 Plus  ,1 TB,$70.99,SSD,M.2-2230,M.2 PCIe 4.0 X4,0, 0,$70.99
 Mushkin ELEMENT  ,1 TB,$55.76,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$55.76
 Seagate Exos X18  ,18 TB,$319.90,7200 RPM,"3.5""",SAS 12.0 Gb/s,0, 0,$319.90
 Western Digital Red SN700  ,500 GB,$110.65,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,$110.65
 Western Digital Purple Pro  ,8 TB,$200.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$200.99
 Seagate Exos 7E8  ,1 TB,$39.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$39.99
 TEAMGROUP GX2  ,256 GB,$26.86,SSD,"2.5""",SATA 6.0 Gb/s,4, 3,$26.86
 Seagate IronWolf 125  ,1 TB,$142.80,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$142.80
 Patriot Viper VPR400 RGB  ,512 GB,$54.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$54.99
 Silicon Power A58  ,2 TB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,
 Kingston KC600  ,1.024 TB,$100.30,SSD,mSATA,mSATA,0, 0,$100.30
 Mushkin Pilot-E  ,2 TB,$169.52,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 4,$169.52
 Integral M  ,128 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 MSI SPATIUM M470  ,2 TB,$390.94,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$390.94
 Seagate IronWolf  ,1 TB,$90.56,5400 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$90.56
 Seagate Enterprise  ,12 TB,$230.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$230.00
 SanDisk Ultra 3D  ,250 GB,$68.20,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$68.20
 Patriot Viper VPN110  ,512 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,
 Samsung Spinpoint F4  ,2 TB,,5400 RPM,"3.5""",SATA 3.0 Gb/s,4, 8,
 Samsung 830  ,128 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 29,
 Toshiba HDD3B04  ,1 TB,,7200 RPM,"3.5""",SAS 6.0 Gb/s,0, 0,
 Hitachi HTS547550A9E384  ,500 GB,,5400 RPM,"2.5""",SATA 3.0 Gb/s,4, 5,
 Crucial MX300  ,750 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 20,
 Seagate BarraCuda 510  ,500 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 8,
 Neo Forza eSports  ,1 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,
 FanXiang S660  ,500 GB,,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,
 TEAMGROUP GX2  ,2 TB,$105.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$105.99
 Seagate FireCuda 520 Rev 2.0  ,500 GB,,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,
 Seagate EXOS Enterprise  ,4 TB,$99.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$99.00
 SanDisk X400  ,512 GB,$265.00,SSD,M.2-2280,M.2 SATA,5, 6,$265.00
 Western Digital Black  ,6 TB,$235.48,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 6,$235.48
 Western Digital Gold  ,14 TB,$319.99,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$319.99
 Inland Gaming Performance Plus  ,1 TB,$89.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$89.99
 PNY CS1031  ,500 GB,$55.19,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,$55.19
 Western Digital Scorpio Blue  ,160 GB,$23.00,5400 RPM,"2.5""",SATA 3.0 Gb/s,3, 1,$23.00
 ADATA XPG SPECTRIX S20G  ,1 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
 Toshiba MG08  ,14 TB,$395.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,0, 0,$395.00
 Western Digital Caviar Blue  ,320 GB,,7200 RPM,"3.5""",SATA 3.0 Gb/s,4, 30,
 Kingston Predator  ,480 GB,,SSD,PCIe,PCIe x4,0, 0,
 Samsung PM1633a  ,15.36 TB,,SSD,"2.5""",SAS 12.0 Gb/s,0, 0,
 Inland Professional  ,480 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 14,
 Lexar NS100  ,512 GB,$37.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$37.99
 Western Digital PC SN740 Opal  ,256 GB,,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,
 Seagate IronWolf NAS  ,8 TB,$176.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,4, 1,$176.00
 Intenso High Performance  ,480 GB,$40.01,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$40.01
 Gigabyte Gen3 2500E  ,2 TB,$333.43,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,$333.43
 ADATA Legend 740  ,500 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 1,
 Silicon Power Slim S55  ,240 GB,$25.96,SSD,"2.5""",SATA 6.0 Gb/s,4, 4,$25.96
 Intel 760p  ,1 TB,$109.00,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 3,$109.00
 Verbatim Vi3000  ,512 GB,$40.77,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,$40.77
 Gigabyte AORUS  ,512 GB,,SSD,PCIe,PCIe x4,3, 1,
 Gigabyte AORUS Gen4  ,2 TB,,SSD,M.2-2280,M.2 PCIe 4.0 X4,5, 2,
 PNY XLR8 CS3140 w/Heatsink  ,4 TB,,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,
 TEAMGROUP T-Force Delta Max RGB Lite  ,512 GB,$48.99,SSD,"2.5""",SATA 6.0 Gb/s,0, 0,$48.99
 Western Digital Caviar Green  ,1 TB,$64.97,5400 RPM,"3.5""",SATA 3.0 Gb/s,4, 22,$64.97
 Patriot P400  ,1 TB,$84.99,SSD,M.2-2280,M.2 PCIe 4.0 X4,0, 0,$84.99
 Western Digital Red Pro  ,3 TB,$221.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 3,$221.00
 Seagate BarraCuda  ,1 TB,$79.98,7200 RPM,"3.5""",SATA 3.0 Gb/s,4, 24,$79.98
 Seagate BarraCuda  ,320 GB,$54.00,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 1,$54.00
 Intel 520  ,120 GB,$199.00,SSD,"2.5""",SATA 6.0 Gb/s,5, 11,$199.00
 Western Digital Black  ,3 TB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 30,
 Seagate FireCuda 120  ,4 TB,,SSD,"2.5""",SATA 6.0 Gb/s,4, 1,
 Western Digital Caviar Blue  ,500 GB,$55.44,7200 RPM,"3.5""",SATA 3.0 Gb/s,4, 30,$55.44
 Samsung 830  ,512 GB,,SSD,"2.5""",SATA 6.0 Gb/s,5, 1,
 Hitachi Travelstar 7K1000  ,1 TB,,7200 RPM,"2.5""",SATA 6.0 Gb/s,4, 7,
 Seagate ST1000DM004  ,1 TB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,5, 1,
 Kingston A1000  ,480 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,4, 2,
 ADATA XPG SX8200 480  ,480 GB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,5, 14,
 Samsung MZ1LV960HCJH  ,960 GB,,SSD,M.2-22110,M.2 PCIe 3.0 X4,5, 1,
 Seagate ST500VT000  ,500 GB,,5400 RPM,"2.5""",SATA 3.0 Gb/s,4, 2,
 Western Digital Ultrastar  ,8 TB,,7200 RPM,"3.5""",SATA 6.0 Gb/s,4, 1,
 TEAMGROUP T-Force Cardea Zero Z330  ,1 TB,,SSD,M.2-2280,M.2 PCIe 3.0 X4,0, 0,
