Name,Type,Efficiency,Wattage,Modular,Rating,Rating Count,Price
 Logisys PS550E12  ,ATX, Rating,550 W,No,3, 1,
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 iStarUSA TC-1200PD8G  ,ATX, Rating,1200 W,Full,0, 0,$308.99
 Super Flower LEADEX Special Edition  ,ATX, Rating80+ Platinum,1000 W,Full,5, 1,
 Cooler Master V550S  ,ATX, Rating80+ Gold,550 W,Semi,0, 0,
 Rosewill VALENS-500M  ,ATX, Rating80+ Gold,500 W,Semi,3, 1,
 YEYIAN Raiden RGB  ,ATX, Rating80+,500 W,No,0, 0,
 YEYIAN Raiden  ,ATX, Rating80+,500 W,No,0, 0,
 Cooler Master X Silent Edge Platinum  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 Cooler Master X Silent Edge Platinum 230V  ,ATX, Rating80+ Platinum,1100 W,Full,0, 0,
 Cooler Master MWE Gold V2 ATX3.0 SF6 BLANKA  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 FSP Group FSP300-60GHT,TFX, Rating80+ Bronze,300 W,No,0, 0,
 Enermax ENP650AWT B  ,ATX, Rating80+ Bronze,650 W,No,5, 1,
 Enermax ENP550AWT B  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Logisys PS600XBK  ,ATX, Rating,600 W,No,0, 0,
 be quiet! POWER 2  ,SFX, Rating80+ Bronze,300 W,No,0, 0,
 E-Power EP-1200P10-T2  ,ATX, Rating80+,1200 W,Semi,0, 0,
 FirePower ZX  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Thermaltake EVO_Blue  ,ATX, Rating,650 W,Full,0, 0,
 Rosewill Glacier 1200M  ,ATX, Rating80+ Bronze,1200 W,Semi,0, 0,
 Rosewill CMG1000G5  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Rosewill CMG1200G5  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 HEC HEC200SAFX  ,Mini ITX, Rating,200 W,No,0, 0,
 Thortech Thunderbolt PLUS  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Rosewill Capstone  ,ATX, Rating80+ Gold,650 W,No,5, 1,
 Thermaltake EVO_Blue  ,ATX, Rating80+ Gold,750 W,Semi,0, 0,
 NZXT HALE90 V2  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 NZXT HALE90 V2  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Thermaltake EVO_Blue  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,
 FSP Group PT1000FM  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 Cooler Master Elite  ,ATX, Rating,400 W,No,0, 0,
" FSP Group Hydro PTM X PRO,Gen5  ",ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 E-Power EP-500LS-1  ,ATX, Rating,500 W,No,0, 0,
 NZXT HALE82N 550W  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 NZXT HALE90 V2 850W  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Enermax RevoBron TGA  ,ATX, Rating80+ Bronze,500 W,Semi,0, 0,
 Antec True Power  ,ATX, Rating80+ Silver,1200 W,Semi,0, 0,
 Antec True Power  ,ATX, Rating80+ Silver,1200 W,Full,0, 0,
 Thermaltake Toughpower DPS G  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,
 Apevia ATX-CB600W  ,ATX, Rating,600 W,No,0, 0,
 Apevia ATX-IB680W-GN  ,ATX, Rating,680 W,No,5, 1,
 Apevia ATX-TL450W  ,ATX, Rating,450 W,No,0, 0,
 HEC HP585D  ,ATX, Rating,585 W,No,0, 0,
 HEC X-Power Pro 650  ,ATX, Rating,650 W,No,0, 0,
 HEC ZEPHY580MX  ,ATX, Rating,580 W,No,0, 0,
 Cooler Master eXtreme Power Plus  ,ATX, Rating,460 W,No,0, 0,
 CoolMax CU-600B  ,ATX, Rating,600 W,Semi,0, 0,
 CoolMax CA-400  ,ATX, Rating,400 W,No,0, 0,
 CoolMax CUG-700B  ,ATX, Rating,700 W,Full,0, 0,
 VisionTek 900489  ,ATX, Rating80+ Bronze,700 W,Semi,0, 0,
 VisionTek 900488  ,ATX, Rating,550 W,Full,0, 0,
 Dynapower EJ-750A80  ,ATX, Rating80+ Bronze,750 W,Full,0, 0,
 Enermax EGX1250EWT  ,ATX, Rating80+ Bronze,1250 W,Semi,0, 0,
 Enermax ERV1020EWT  ,ATX, Rating80+ Silver,1020 W,Full,0, 0,
 In Win Commander  ,ATX, Rating80+,1200 W,Full,0, 0,
 OCZ EliteXStream  ,ATX, Rating80+,1000 W,No,0, 0,
 OCZ Fatal1ty  ,ATX, Rating80+,550 W,Semi,4, 5,
 Raidmax RX-600AF  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 FSP Group FSP300-60GHS,SFX, Rating80+ Bronze,300 W,No,0, 0,
 Rosewill Libertas  ,ATX, Rating80+ Bronze,800 W,Full,0, 0,
 Rosewill Stallion  ,ATX, Rating,450 W,No,0, 0,
 Rosewill RV2-500  ,ATX, Rating,500 W,No,0, 0,
 Rosewill RV350-2  ,ATX, Rating,350 W,No,0, 0,
 Rosewill SL-300TFX  ,TFX, Rating,300 W,No,0, 0,
 Silverstone DA750  ,ATX, Rating,750 W,Full,0, 0,
 Silverstone OP1000-P  ,ATX, Rating80+,1000 W,No,0, 0,
 XClio STABLEPOWER GOLD 1000W  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Silver,1000 W,Full,5, 2,
 Silverstone Strider  ,ATX, Rating80+ Gold,1000 W,Semi,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Silver,850 W,Full,5, 6,
 Sunbeam IC-PSU-US-2545-DW  ,ATX, Rating,450 W,No,0, 0,
 Thermaltake TR2  ,ATX, Rating80+,1000 W,Semi,0, 0,
 Thermaltake TR2  ,ATX, Rating,430 W,No,4, 2,
 XFX P1-650X-CAH9  ,ATX, Rating80+ Bronze,650 W,Full,0, 0,
 SeaSonic SS-350SFE  ,SFX, Rating80+,350 W,No,0, 0,
 SeaSonic X  ,ATX, Rating80+ Gold,560 W,Full,0, 0,
 Rosewill CFZ  ,ATX, Rating80+ Bronze,750 W,Semi,0, 0,
 Rosewill Quark 850  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,
 Rosewill Quark 1200  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 Antec Earthwatts  ,ATX, Rating80+ Platinum,450 W,No,4, 1,
 SeaSonic SSP-550RT  ,ATX, Rating80+ Gold,550 W,No,0, 0,
 Xion AXP-700K14XE  ,ATX, Rating80+ Bronze,700 W,Semi,0, 0,
 Thortech Thunderbolt  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Enermax RevoBron  ,ATX, Rating80+ Bronze,700 W,Semi,0, 0,
 Sparkle SCC-750AF  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Cougar RSB400  ,ATX, Rating80+,400 W,No,0, 0,
 LEPA B650-SA  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 E-Power EP-550P5-T1  ,ATX, Rating,550 W,Full,0, 0,
 Cooler Master Elite  ,ATX, Rating,400 W,No,0, 0,
 Sparkle FSP400-60GHS  ,SFX, Rating80+ Bronze,400 W,No,0, 0,
 FSP Group AU-1200PRO  ,ATX, Rating80+ Gold,1200 W,No,5, 1,
 FSP Group AU-850PRO  ,ATX, Rating80+ Gold,850 W,No,0, 0,
 Thermaltake W0328RU  ,ATX, Rating,350 W,No,0, 0,
 E-Power EP-500NE-XV  ,ATX, Rating,500 W,No,3, 1,
 Topower ZU-750W  ,ATX, Rating,750 W,No,5, 1,
 Topower TOP-400W80  ,ATX, Rating80+,400 W,No,0, 0,
 Sparkle GW-EPS1000DA  ,ATX, Rating80+ Gold,1000 W,Semi,0, 0,
 Enermax Platimax  ,ATX, Rating80+ Platinum,500 W,Semi,0, 0,
 CoolMax ZU-800B  ,ATX, Rating80+ Bronze,800 W,Semi,4, 3,
 BFG EX-1000  ,ATX, Rating80+ Bronze,1000 W,Full,0, 0,
 Rosewill Capstone  ,ATX, Rating80+ Gold,450 W,Semi,4, 4,
 RAIJINTEK CRATOS  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Rosewill TOKAMAK 1200  ,ATX, Rating80+ Titanium,1200 W,Full,0, 0,
 iTek GF EVO  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 PC Power & Cooling S75CF  ,ATX, Rating80+,750 W,No,5, 1,
 Enermax TRIATHLOR ECO  ,ATX, Rating80+ Bronze,1000 W,Semi,5, 1,
 Enermax ETL550AWT-M  ,ATX, Rating80+ Bronze,550 W,Semi,4, 3,
 Super Flower Leadex V Pro  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Super Flower SF-750F14TG  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Topower ZU-1050W  ,ATX, Rating,1050 W,No,0, 0,
 Rosewill RV2-600  ,ATX, Rating,600 W,No,3, 1,
 Antec EA-750 Platinum  ,ATX, Rating80+ Platinum,750 W,No,5, 1,
 Topower TOP-1200W  ,ATX, Rating80+,1200 W,Full,0, 0,
 Thermalright TB650S  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 Thermalright TB-850  ,ATX, Rating80+ Bronze,850 W,Full,0, 0,
 Thermalright AG-650  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Thermalright AG-750  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 FSP Group HEXA 85+ PRO  ,ATX, Rating80+ Bronze,850 W,No,0, 0,
 Diablotek PHD650  ,ATX, Rating,650 W,No,0, 0,
 Diablotek PHD550  ,ATX, Rating,550 W,No,0, 0,
 Athena Power AP-P4ATX55FEC  ,ATX, Rating,550 W,No,0, 0,
 Athena Power AP-P4ATX95FEPC  ,ATX, Rating80+,950 W,No,0, 0,
 Athena Power AP-MPS3ATX30H  ,ATX, Rating,300 W,No,0, 0,
 Athena Power AP-P4ATX85FEP  ,ATX, Rating,850 W,No,0, 0,
 Diablotek PSDA500  ,ATX, Rating,500 W,No,3, 3,
 Diablotek PSDA350  ,ATX, Rating,350 W,No,0, 0,
 Diablotek PSDA400  ,ATX, Rating,400 W,No,2, 1,
 Cooler Master Silent Pro M2  ,ATX, Rating80+ Silver,1500 W,Semi,0, 0,
 Apevia XG  ,ATX, Rating,450 W,No,0, 0,
 In Win P55F  ,ATX, Rating80+ Gold,550 W,No,0, 0,
 Xion XON-1250P14HE  ,ATX, Rating,1250 W,No,0, 0,
 Xion XON-800R14N  ,ATX, Rating,800 W,Full,0, 0,
 StarTech ATXPW550PRO2  ,ATX, Rating,550 W,No,0, 0,
 XClio DIAMONDPOWER 880W  ,ATX, Rating,880 W,No,0, 0,
 XClio DIAMONDPOWER 1080W  ,ATX, Rating,1080 W,No,0, 0,
 StarTech ATX2POWER400  ,ATX, Rating,400 W,No,0, 0,
 StarTech ATX2POWER350  ,ATX, Rating,350 W,No,0, 0,
 StarTech ATX2PW400PRO  ,ATX, Rating,400 W,No,0, 0,
 StarTech ATX2POW400HS  ,ATX, Rating,400 W,No,0, 0,
 Xion AXP-700W14FG  ,ATX, Rating80+ Gold,700 W,Full,0, 0,
 StarTech ATX2POW500HS  ,ATX, Rating,500 W,No,0, 0,
 Fractal Design Newton R3  ,ATX, Rating80+ Platinum,1000 W,Semi,0, 0,
 Thermaltake Toughpower GF A3 - TT Premium Edition  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 NZXT HALE 90  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Apevia ATX-AS680W-BK  ,ATX, Rating,680 W,No,0, 0,
 CoolMax CU-700B  ,ATX, Rating,700 W,Semi,4, 1,
 RIOTORO ENIGMA G2  ,ATX, Rating80+ Gold,750 W,Full,5, 1,
 RIOTORO BUILDER  ,ATX, Rating80+ Gold,1200 W,Full,4, 1,
 Zalman 1000-HP Plus  ,ATX, Rating80+ Silver,1000 W,Full,0, 0,
 OCZ EliteXStream  ,ATX, Rating80+,1000 W,No,0, 0,
 Kingwin ABT-450MM  ,ATX, Rating,450 W,No,0, 0,
 Kingwin ABT-850MM  ,ATX, Rating,850 W,No,0, 0,
 PC Power & Cooling S47ATX-B  ,ATX, Rating,470 W,No,0, 0,
 Kingwin Lazer  ,ATX, Rating80+ Bronze,1000 W,Semi,4, 3,
 Kingwin Mach 1  ,ATX, Rating80+ Bronze,1220 W,Full,0, 0,
 Kingwin Lazer Gold  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Kingwin Lazer Gold  ,ATX, Rating80+ Gold,700 W,Full,0, 0,
 LEPA P1375-MA  ,ATX, Rating80+ Platinum,1375 W,Full,5, 1,
 PC Power & Cooling Silencer  ,ATX, Rating80+ Silver,910 W,No,0, 0,
 FSP Group FSP300-60GHT  ,TFX, Rating80+,300 W,No,0, 0,
 Lian Li PE  ,SFX, Rating80+ Gold,550 W,Full,0, 0,
 XClio GreatPower  ,ATX, Rating80+,500 W,Full,0, 0,
 Enermax ENP600AWT  ,ATX, Rating80+,600 W,No,0, 0,
 FSP Group SAGA+ 400R  ,ATX, Rating,400 W,No,0, 0,
 PC Power & Cooling Silencer MK III  ,ATX, Rating80+ Platinum,1200 W,Semi,0, 0,
 Noua Hyper ZR55  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Broadway Com Corp OKIA-BLACK-680  ,ATX, Rating,680 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Broadway Com Corp P4-OKIA-550-RB  ,ATX, Rating,550 W,No,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,1050 W,No,4, 2,
 Enermax ENP350AST  ,ATX, Rating,350 W,No,0, 0,
 PC Power & Cooling Silencer Mk II  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 Rosewill PMG850  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Rosewill PMG1050  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,
 Thermaltake Toughpower Grand  ,ATX, Rating80+ Gold,650 W,Full,4, 1,
 XFX P1-450S-XXB9  ,ATX, Rating80+ Bronze,450 W,No,0, 0,
 RIOTORO ENIGMA 850  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,
 BitFenix BFG GOLD  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 BitFenix BFG GOLD ATX3.0  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 BitFenix BFG GOLD ATX3.0  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 FSP Group AURUM GOLD 500  ,ATX, Rating80+ Gold,500 W,No,0, 0,
 XClio Goodpower 750W  ,ATX, Rating80+ Bronze,750 W,Full,0, 0,
 Silverstone DA1000R  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 Cooler Master Silent Pro Platinum  ,ATX, Rating80+ Platinum,1000 W,Semi,4, 1,
 Zalman TeraMax II  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Rosewill Tachyon  ,ATX, Rating80+ Platinum,650 W,Semi,0, 0,
 Rosewill G550  ,ATX, Rating80+ Gold,550 W,Semi,4, 2,
 Rosewill Capstone G1200  ,ATX, Rating80+ Gold,1200 W,Semi,0, 0,
 Rosewill Capstone G1000  ,ATX, Rating80+ Gold,1000 W,Semi,0, 0,
 LEPA MaxBron  ,ATX, Rating80+ Bronze,700 W,Semi,5, 2,
 LEPA MX-F1  ,ATX, Rating,350 W,No,3, 1,
 Sparkle R-SPI1000GCM  ,ATX, Rating80+,1000 W,Semi,0, 0,
 SeaSonic M12II  ,ATX, Rating80+ Bronze,850 W,Full,0, 0,
 FSP Group PT1200FM  ,ATX, Rating80+ Platinum,1200 W,Full,5, 1,
 Cooler Master VSM  ,ATX, Rating80+ Gold,750 W,Semi,4, 4,
 Rosewill ARC M550  ,ATX, Rating80+ Bronze,550 W,Semi,5, 3,
 Topower GAPS-500LX  ,ATX, Rating,500 W,No,0, 0,
 Topower GAPS-500MX  ,ATX, Rating,500 W,Full,0, 0,
 Topower TOP-500PM  ,ATX, Rating,500 W,No,0, 0,
 Xion EN-450F12BK  ,ATX, Rating,450 W,No,0, 0,
 In Win Glacier  ,ATX, Rating80+ Gold,900 W,Semi,0, 0,
 Fractal Design Integra R2  ,ATX, Rating80+ Bronze,650 W,No,4, 1,
 Fractal Design Tesla R2  ,ATX, Rating80+ Gold,650 W,No,4, 1,
 Fractal Design Tesla R2  ,ATX, Rating80+ Gold,500 W,No,0, 0,
 BitFenix Fury  ,ATX, Rating80+ Gold,750 W,Semi,5, 1,
 Linkworld LPK2-30-P4  ,ATX, Rating,500 W,No,0, 0,
 Cyonic AU-450X  ,ATX, Rating80+ Gold,450 W,Full,0, 0,
 Linkworld LPG12-35-p4  ,ATX, Rating,550 W,No,0, 0,
 Sentey GSP1000-SM  ,ATX, Rating80+ Gold,1000 W,Full,5, 1,
 Sentey ERP-700-SS  ,ATX, Rating,700 W,No,5, 1,
 Sentey ERP-500-SMR  ,ATX, Rating,500 W,Full,0, 0,
 StarTech ATX2PW550WH  ,ATX, Rating80+,550 W,No,0, 0,
 Sparkle SPI300GLS-B204  ,SFX, Rating,300 W,No,0, 0,
 Xion XON-700P12F  ,ATX, Rating,700 W,No,0, 0,
 Xion XON-850P14F  ,ATX, Rating,850 W,No,0, 0,
 Xion XON-1000P14F  ,ATX, Rating,1000 W,No,0, 0,
 Cougar COUGAR-SX850  ,ATX, Rating80+ Silver,850 W,Full,0, 0,
 Apevia Astro  ,ATX, Rating,450 W,No,0, 0,
 Topower TOP-900W  ,ATX, Rating80+,900 W,Full,0, 0,
 Super Flower Leadex V Gold Pro  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,
 LEPA B550-MB  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 Kingwin ABT-650MM  ,ATX, Rating,650 W,No,4, 2,
 Super Flower SF-1200F14MP Black  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 XFX P1-550S-XXBA  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Enermax MaxTytan  ,ATX, Rating80+ Titanium,800 W,Full,0, 0,
 Thermaltake Toughpower DPS G  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,
 Ultra U12-42466  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 Ultra U12-42467  ,ATX, Rating80+ Bronze,750 W,Semi,5, 1,
 SeaSonic SS-600ES  ,ATX, Rating80+ Bronze,600 W,No,3, 1,$101.98
 YEYIAN Thunder  ,ATX, Rating80+,500 W,No,0, 0,
 YEYIAN Raiden  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 YEYIAN Raiden  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 YEYIAN Thunder  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 YEYIAN Pegasus  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 YEYIAN Pegasus  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 Raidmax Vampire  ,ATX, Rating80+ Gold,900 W,Semi,0, 0,
 Corsair CX-430 V3  ,ATX, Rating80+ Bronze,430 W,No,3, 2,
 HEC Orion  ,ATX, Rating,585 W,No,0, 0,
 Cooler Master GX III GOLD  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,
 Cooler Master GXII  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Sparkle R-SPI700GHN  ,ATX, Rating80+,700 W,No,0, 0,
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,750 W,Full,0, 0,
 Topower TOP-1000P12-ADJ  ,ATX, Rating,1000 W,Semi,0, 0,
 Ultra X4  ,ATX, Rating80+ Silver,1050 W,Full,0, 0,
 LEPA B550-SA  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 LEPA MaxPlatinum  ,ATX, Rating80+ Platinum,1050 W,Semi,0, 0,
 Enermax REVOLUTION X't  ,ATX, Rating80+ Gold,530 W,Semi,0, 0,
 Kingwin Lazer Platinum  ,ATX, Rating80+ Platinum,750 W,Semi,0, 0,
 Kingwin Lazer Platinum  ,ATX, Rating80+ Platinum,1000 W,Semi,0, 0,
 Kingwin KX-1000  ,ATX, Rating80+ Bronze,1000 W,Semi,0, 0,
 Kingwin Lazer Gold  ,ATX, Rating80+ Gold,1300 W,Semi,0, 0,
 In Win Commander II  ,ATX, Rating80+ Bronze,850 W,Full,0, 0,
 In Win Commander III  ,ATX, Rating80+ Gold,700 W,Semi,4, 1,
 In Win Commander III  ,ATX, Rating80+ Gold,800 W,Semi,0, 0,
 TUNIQ PSU-POT750-BK  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Thermaltake EVO_Blue  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,
 SeaSonic M12II  ,ATX, Rating80+ Bronze,380 W,No,0, 0,
 LEPA G1000-MA  ,ATX, Rating80+ Gold,1000 W,Semi,0, 0,
 SeaSonic SS-300ET Bronze  ,ATX, Rating80+ Bronze,300 W,No,4, 8,
 Cooler Master Elite  ,ATX, Rating,460 W,No,5, 2,
 Silverstone OP850  ,ATX, Rating,850 W,No,0, 0,
 NZXT HALE82N 650W  ,ATX, Rating80+ Bronze,650 W,No,0, 0,
 NZXT HALE82N 750W  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 NZXT HALE82  ,ATX, Rating80+ Bronze,750 W,Semi,4, 3,
 Antec True Power  ,ATX, Rating80+ Bronze,1000 W,Full,0, 0,
 Apevia ATX-AS500W-BL  ,ATX, Rating,500 W,No,0, 0,
 Thermaltake Toughpower DPS G  ,ATX, Rating80+ Platinum,1050 W,Full,0, 0,
 Apevia ATX-AS500W-GN  ,ATX, Rating,500 W,No,0, 0,
 Apevia ATX-AS520W-BK  ,ATX, Rating,520 W,No,0, 0,
 Apevia ATX-AS680W-BL  ,ATX, Rating,680 W,No,3, 1,
 Apevia ATX-CW500WP4  ,ATX, Rating,500 W,No,0, 0,
 Apevia ATX-IB680W-BL  ,ATX, Rating,680 W,No,0, 0,
 In Win GreenMe 550  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Apevia ATX-TL450W-BK  ,ATX, Rating,450 W,No,0, 0,
 HEC XPOWER585 OEM  ,ATX, Rating,585 W,No,0, 0,
 HEC XP1080  ,ATX, Rating,1080 W,Full,0, 0,
 HEC XPOWER780  ,ATX, Rating,600 W,No,0, 0,
 HEC XPOWER585 RETAIL  ,ATX, Rating,585 W,No,0, 0,
 HEC ZEPHYR650  ,ATX, Rating,650 W,No,0, 0,
 Topower ZU-500W  ,ATX, Rating,500 W,No,4, 1,
 Cooler Master eXtreme Power Plus  ,ATX, Rating,500 W,No,3, 2,
 CoolMax CA-450  ,ATX, Rating,450 W,No,0, 0,
 CoolMax CL-700B  ,ATX, Rating,700 W,No,3, 1,
 CoolMax CT-450 ,ATX, Rating,450 W,No,0, 0,
 CoolMax VL-600B  ,ATX, Rating,600 W,No,0, 0,
 CoolMax ZP-1000B  ,ATX, Rating80+ Bronze,1000 W,Semi,0, 0,
 CoolMax CUL-650B  ,ATX, Rating,650 W,Semi,0, 0,
 CoolMax CUL-750B  ,ATX, Rating,750 W,Semi,4, 1,
 CoolMax CUL-850B  ,ATX, Rating,850 W,Semi,0, 0,
 CoolMax CUQ-1350B  ,ATX, Rating80+,1350 W,No,4, 1,
 CoolMax CX-400B  ,ATX, Rating,400 W,No,0, 0,
 CoolMax NW-650B  ,ATX, Rating,650 W,No,5, 1,
 VisionTek 900347  ,ATX, Rating,650 W,No,0, 0,
 Dynapower EP-45X.0562B  ,ATX, Rating,450 W,No,0, 0,
 Enermax EES400AWT_II  ,ATX, Rating80+,400 W,No,0, 0,
 Sparkle R-SPI650ACAG  ,ATX, Rating80+ Gold,650 W,No,0, 0,
 Sparkle R-SPI750ACAG  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 Raidmax RX-380K  ,ATX, Rating,380 W,No,4, 2,
 Rosewill Libertas  ,ATX, Rating80+,650 W,Full,0, 0,
 Rosewill LP-6100C  ,ATX, Rating,300 W,No,0, 0,
 Rosewill Stallion  ,ATX, Rating,400 W,No,0, 0,
 Rosewill Stallion  ,ATX, Rating,450 W,No,3, 1,
 Rosewill Stallion  ,ATX, Rating,500 W,No,4, 4,
 Silverstone OP800  ,ATX, Rating,800 W,No,0, 0,
 Silverstone Strider  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Sunbeam PSU-BKS580-US  ,ATX, Rating,580 W,No,0, 0,
 Sunbeam PSU-COM680-BK-US  ,ATX, Rating,680 W,Full,0, 0,
 Sunbeam PSU-ECO750-US-BL  ,ATX, Rating80+,750 W,No,0, 0,
 Sunbeam PSU-H680-REV-US  ,ATX, Rating,680 W,No,0, 0,
 Sunbeam PSU-H680-REV-US-BL  ,ATX, Rating,680 W,No,0, 0,
 Sunbeam PSU-HUSH580-US  ,ATX, Rating,580 W,No,0, 0,
 XFX Black Edition  ,ATX, Rating80+ Silver,850 W,Full,0, 0,
 Kingwin Lazer Platinum  ,ATX, Rating80+ Platinum,850 W,Semi,0, 0,
 Thermaltake TR2  ,ATX, Rating80+ Gold,450 W,No,3, 1,
 SeaSonic SS-350ET Bronze  ,ATX, Rating80+ Bronze,350 W,No,4, 2,
 Rosewill CFZ  ,ATX, Rating80+ Bronze,500 W,Semi,0, 0,
 Xion AXP-850K14XE  ,ATX, Rating80+ Bronze,850 W,Semi,0, 0,
 Xion AXP-1000K14XE  ,ATX, Rating80+ Bronze,1000 W,Semi,3, 1,
 Kingwin Lazer Platinum  ,ATX, Rating80+ Platinum,650 W,Semi,0, 0,
 Sparkle R-SPI900GCM  ,ATX, Rating80+,900 W,Semi,0, 0,
 Enermax ERV1000EWT-G  ,ATX, Rating80+ Gold,1000 W,Semi,0, 0,
 Topower ZU-650W  ,ATX, Rating,650 W,No,0, 0,
 CoolMax ZU-700B  ,ATX, Rating80+ Bronze,700 W,Semi,4, 2,
 Sparkle SCC-850AF  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,
 LEPA B550-SA  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Topower ZU-950  ,ATX, Rating,950 W,No,0, 0,
 Topower ZU-450W  ,ATX, Rating,450 W,No,0, 0,
 Sparkle FSP300THAR-MC  ,ATX, Rating,300 W,No,0, 0,
 Topower ZU-400W12  ,ATX, Rating,400 W,No,0, 0,
 FSP Group AU-1000PRO  ,ATX, Rating80+ Gold,1000 W,No,0, 0,
 LEPA MaxBron  ,ATX, Rating80+ Bronze,650 W,Semi,0, 0,
 Super Flower Leadex V Pro  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,
 Antec VP PLUS  ,ATX, Rating80+,500 W,No,0, 0,
 Sparkle R-SPI700ACH5B  ,ATX, Rating80+ Silver,700 W,No,0, 0,
 Kingwin ABT-610MM  ,ATX, Rating,610 W,No,0, 0,
 Sparkle R-SPI600ACH5B  ,ATX, Rating80+ Silver,600 W,No,0, 0,
 Antec High Current Gamer  ,ATX, Rating80+ Bronze,850 W,Full,0, 0,
 Zalman LE  ,ATX, Rating,400 W,No,0, 0,
 Enermax ETL450AWT-M  ,ATX, Rating80+ Bronze,450 W,Semi,5, 3,
 CoolMax RM-1000B  ,ATX, Rating,1000 W,No,0, 0,
 Enermax ETL650AWT-M  ,ATX, Rating80+ Bronze,650 W,Semi,4, 1,
 Logisys PS550AC  ,ATX, Rating,550 W,No,3, 1,
