Name,Type,Efficiency,Wattage,Modular,Rating,Rating Count,Price
 Asus ROG THOR P2 Gaming EVA Edition  ,ATX, Rating80+ Platinum,1000 W,Full,5, 1,$503.98
 Apevia Galaxy  ,ATX, Rating80+ Gold,1000 W,Semi,3, 1,$79.98
 Cooler Master MWE Bronze V2  ,ATX, Rating80+ Bronze,550 W,No,5, 10,
 Corsair RM650 ,ATX, Rating80+ Gold,650 W,Full,5, 67,$210.08
 EVGA SuperNOVA 750 GM  ,SFX, Rating80+ Gold,750 W,Full,5, 4,$157.59
 SeaSonic FOCUS GX  ,ATX, Rating80+ Gold,550 W,Full,5, 20,
 Asus ROG THOR 850P  ,ATX, Rating80+ Platinum,850 W,Full,5, 15,$349.99
 EVGA 600 BQ  ,ATX, Rating80+ Bronze,600 W,Semi,5, 129,$159.99
 Cooler Master Elite 400 V3  ,ATX, Rating80+,400 W,No,3, 1,$63.49
 SeaSonic VERTEX PX-1000  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,$279.99
 Apevia Signature  ,ATX, Rating80+ Bronze,1050 W,Semi,4, 6,$68.98
 Super Flower Leadex III Gold  ,ATX, Rating80+ Gold,850 W,Full,5, 21,$119.99
 Rosewill SMG1200  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,
 Corsair RM750  ,ATX, Rating80+ Gold,750 W,Full,5, 23,$195.99
 Raidmax XT  ,ATX, Rating,400 W,No,0, 0,$30.99
 Corsair CX550M  ,ATX, Rating80+ Bronze,550 W,Semi,5, 175,$191.00
 Silverstone DA650 Gold  ,ATX, Rating80+ Gold,650 W,Full,5, 1,
 be quiet! Pure Power 11 600  ,ATX, Rating80+ Gold,600 W,No,0, 0,$165.05
 EVGA 500 GD  ,ATX, Rating80+ Gold,500 W,No,5, 12,$95.15
 Montech CENTURY G5  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$99.00
 Cooler Master MWE Bronze V2  ,ATX, Rating80+ Bronze,600 W,No,4, 1,
 Asus Prime AP-850G  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$129.99
 EVGA SuperNOVA 650 G5  ,ATX, Rating80+ Gold,650 W,Full,5, 24,$114.99
 Deepcool PK600D  ,ATX, Rating80+ Bronze,600 W,No,0, 0,
 Deepcool DQ750-M-V2L  ,ATX, Rating80+ Gold,750 W,Full,5, 11,$196.37
 SeaSonic B12 BC  ,ATX, Rating80+ Bronze,750 W,No,5, 1,
 EVGA 750 N1  ,ATX, Rating,750 W,No,5, 7,$68.48
 Corsair CX450M ,ATX, Rating80+ Bronze,450 W,Semi,5, 145,$179.99
 EVGA SuperNOVA 550 G3  ,ATX, Rating80+ Gold,550 W,Full,5, 103,
 Corsair CX650 ,ATX, Rating80+ Bronze,650 W,No,5, 25,$148.97
 SeaSonic FOCUS GX-750 ATX 3.0  ,ATX, Rating80+ Gold,750 W,Full,0, 0,$109.99
 Fractal Design Ion Gold  ,ATX, Rating80+ Gold,550 W,Full,5, 1,$128.44
 Thermaltake Toughpower GX1  ,ATX, Rating80+ Gold,600 W,No,5, 4,$80.75
 SeaSonic PRIME PX-1300  ,ATX, Rating80+ Platinum,1300 W,Full,5, 5,
 Corsair AX1500i  ,ATX, Rating80+ Titanium,1500 W,Full,5, 9,$749.00
 Thermaltake Smart BM2  ,ATX, Rating80+ Bronze,650 W,Semi,5, 8,
 Corsair VS350  ,ATX, Rating80+,350 W,No,3, 1,
 Corsair CX600  ,ATX, Rating80+ Bronze,600 W,No,4, 127,
 Deepcool PK500D  ,ATX, Rating80+ Bronze,500 W,No,0, 0,
 be quiet! Pure Power 11  ,ATX, Rating80+ Bronze,300 W,No,4, 2,
 EVGA 850 GQ  ,ATX, Rating80+ Gold,850 W,Semi,5, 24,$184.43
 KOLINK Regulator  ,ATX, Rating80+ Gold,750 W,Full,0, 0,$109.99
 SeaSonic G12 GC  ,ATX, Rating80+ Gold,750 W,No,0, 0,
 be quiet! System Power 9 CM  ,ATX, Rating80+ Bronze,400 W,Semi,4, 1,$143.69
 Deepcool PF650 230V  ,ATX, Rating80+,650 W,No,0, 0,
 EVGA SuperNOVA 650 G3  ,ATX, Rating80+ Gold,650 W,Full,5, 148,$169.99
 Raidmax RX-530SS  ,ATX, Rating,530 W,Semi,4, 16,$49.99
 Corsair CV450  ,ATX, Rating80+ Bronze,450 W,No,5, 16,
 SeaSonic FOCUS  ,ATX, Rating80+ Gold,850 W,Semi,5, 8,$135.61
 Thermaltake Toughpower GX3  ,ATX, Rating80+ Gold,850 W,No,0, 0,$89.99
 Silverstone Extreme 850R Platinum  ,SFX, Rating80+ Platinum,850 W,Full,4, 2,$224.37
 NZXT C650  ,ATX, Rating80+ Bronze,650 W,Semi,5, 2,$89.54
 SeaSonic PRIME TX-1300 ATX 3.0  ,ATX, Rating80+ Titanium,1300 W,Full,0, 0,$516.98
 Corsair VS550 ,ATX, Rating80+,550 W,No,4, 16,
 Asus TUF Gaming  ,ATX, Rating80+ Bronze,750 W,No,4, 4,
 Corsair HX1200i  ,ATX, Rating80+ Platinum,1200 W,Full,5, 12,$599.00
 Cooler Master V650 V2  ,ATX, Rating80+ Gold,650 W,Full,5, 6,
 Corsair TX650M  ,ATX, Rating80+ Gold,650 W,Semi,5, 5,
 Deepcool PK550D  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 Corsair TX550M Gold  ,ATX, Rating80+ Gold,550 W,Semi,5, 67,
 Cooler Master G700  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 Segotep GP  ,ATX, Rating80+ Gold,600 W,No,5, 4,
 Corsair HX750 Platinum  ,ATX, Rating80+ Platinum,750 W,Full,5, 24,$346.00
 Thermaltake Toughpower GF3 TT Premium  ,ATX, Rating80+ Gold,1350 W,Full,0, 0,$247.82
 Corsair RM750x White ,ATX, Rating80+ Gold,750 W,Full,5, 62,$225.00
 Logisys PS480D2  ,ATX, Rating,480 W,No,2, 1,$16.98
 EVGA 650 N1  ,ATX, Rating,650 W,No,5, 4,$71.91
 SeaSonic FOCUS SGX  ,SFX, Rating80+ Gold,650 W,Full,5, 24,$170.30
 Corsair CX500M  ,ATX, Rating80+ Bronze,500 W,Semi,5, 202,
 Silverstone DA750 Gold  ,ATX, Rating80+ Gold,750 W,Full,0, 0,$152.08
 EVGA SuperNOVA 750 G5  ,ATX, Rating80+ Gold,750 W,Full,5, 23,$137.65
 ARESGAME AGV  ,ATX, Rating80+ Bronze,750 W,Semi,5, 4,
 PowerSpec PS 650BSM  ,ATX, Rating80+ Bronze,650 W,Semi,4, 14,
 EVGA SuperNOVA 1000 P2  ,ATX, Rating80+ Platinum,1000 W,Full,5, 45,
 be quiet! Pure Power 11  ,ATX, Rating80+ Gold,700 W,No,0, 0,
 EVGA GE  ,ATX, Rating80+ Gold,600 W,No,0, 0,$79.98
 be quiet! Straight Power 11 850W  ,ATX, Rating80+ Gold,850 W,Full,5, 8,$269.52
 Thermaltake Smart  ,ATX, Rating80+,430 W,No,4, 8,
 Thermaltake Toughpower GF3 TT Premium  ,ATX, Rating80+ Gold,1200 W,Full,4, 2,$199.99
 Fractal Design Ion Gold  ,ATX, Rating80+ Gold,850 W,Full,5, 2,$187.47
 Corsair RM750x  ,ATX, Rating80+ Gold,750 W,Full,5, 72,$174.92
 Deepcool PF600 230V  ,ATX, Rating80+,600 W,No,0, 0,
 Corsair RM550x ,ATX, Rating80+ Gold,550 W,Full,5, 30,$216.00
 NZXT C750  ,ATX, Rating80+ Bronze,750 W,Semi,5, 2,
 Montech TITAN GOLD 1200W  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,$167.99
 SeaSonic FOCUS SGX ,SFX, Rating80+ Gold,750 W,Full,5, 1,$139.99
 ADATA XPG PYLON  ,ATX, Rating80+ Bronze,750 W,No,0, 0,
 Corsair CX750F  ,ATX, Rating80+ Bronze,750 W,Full,5, 8,
 ADATA XPG FUSION 1600  ,ATX, Rating80+ Titanium,1600 W,Full,0, 0,$699.99
 FSP Group Dagger Pro  ,SFX, Rating80+ Gold,650 W,Full,5, 1,$136.99
 PowerSpec PS 650GSM  ,ATX, Rating80+ Gold,650 W,Semi,5, 6,$74.98
 EVGA SuperNOVA 650 G2  ,ATX, Rating80+ Gold,650 W,Full,5, 160,
 GameMax RGB Rainbow  ,ATX, Rating80+ Gold,850 W,Full,5, 6,$104.99
 NZXT C650 ,ATX, Rating80+ Gold,650 W,Full,5, 5,
 Thermaltake Toughpower GF1 PE  ,ATX, Rating80+ Gold,750 W,Full,5, 16,$123.26
 EVGA 850 B5  ,ATX, Rating80+ Bronze,850 W,Full,5, 6,$94.99
 SeaSonic PRIME PX-1600 ATX 3.0  ,ATX, Rating80+ Platinum,1600 W,Full,0, 0,$499.07
 Corsair RM650  ,ATX, Rating80+ Gold,650 W,Full,5, 4,$204.99
 Cooler Master V550 SFX GOLD  ,SFX, Rating80+ Gold,550 W,Full,0, 0,
 EVGA SuperNOVA 850 G2  ,ATX, Rating80+ Gold,850 W,Full,5, 168,
 Deepcool PX850G WH  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$155.58
 SeaSonic PRIME TX-850  ,ATX, Rating80+ Titanium,850 W,Full,5, 4,$459.00
 Thermaltake Toughpower  ,ATX, Rating80+ Gold,650 W,Semi,5, 2,
 Corsair CX750M V2 ,ATX, Rating80+ Bronze,750 W,Semi,4, 12,$209.00
 EVGA SuperNOVA 750 P5  ,ATX, Rating80+ Platinum,750 W,Full,5, 1,$99.99
 Cooler Master MWE Bronze V2  ,ATX, Rating80+ Bronze,450 W,No,5, 1,
 Cooler Master MWE Gold 650  ,ATX, Rating80+ Gold,650 W,Full,4, 23,
 Corsair CX750 ,ATX, Rating80+ Bronze,750 W,No,4, 7,$94.99
 Corsair VS500 ,ATX, Rating80+ Bronze,500 W,No,5, 2,
 Super Flower LEADEX VII XG  ,ATX, Rating80+ Gold,1000 W,Full,5, 2,$173.98
 Cooler Master MasterWatt 550  ,ATX, Rating80+ Bronze,550 W,Semi,4, 28,$90.00
 Corsair CX450 ,ATX, Rating80+ Bronze,450 W,No,5, 43,
 EVGA SuperNOVA 550 G2  ,ATX, Rating80+ Gold,550 W,Full,5, 113,
 Super Flower LEADEX VII XG  ,ATX, Rating80+ Gold,1300 W,Full,5, 1,$190.98
 Corsair CX600M  ,ATX, Rating80+ Bronze,600 W,Semi,5, 319,
 Corsair HX850i  ,ATX, Rating80+ Platinum,850 W,Full,5, 34,$396.00
 SHARKOON WPM Gold Zero 550  ,ATX, Rating80+ Gold,550 W,Semi,5, 2,
 Corsair CX650F  ,ATX, Rating80+ Bronze,650 W,Full,5, 19,$199.99
 Thermaltake Toughpower iRGB PLUS TT Premium Edition  ,ATX, Rating80+ Titanium,1650 W,Full,0, 0,
 Corsair CXM  ,ATX, Rating80+ Bronze,750 W,Semi,5, 300,$162.59
 Thermaltake Toughpower TF1 - TT Premium  ,ATX, Rating80+ Titanium,1550 W,Full,0, 0,$439.99
 GAMDIAS KRATOS E1  ,ATX, Rating80+,500 W,No,0, 0,
 Enermax REVOLUTION D.F. 2  ,ATX, Rating80+ Gold,850 W,Full,5, 1,$109.99
 Fractal Design Ion Gold  ,ATX, Rating80+ Gold,750 W,Full,5, 3,$212.02
 Montech CENTURY G5  ,ATX, Rating80+ Gold,750 W,Full,0, 0,$94.00
 Xilence XP500R6  ,ATX, Rating,500 W,No,3, 1,$103.00
 GameMax RGB Rainbow  ,ATX, Rating80+ Gold,750 W,Full,5, 3,$99.99
 Raidmax RX-730SS  ,ATX, Rating,730 W,Semi,4, 8,$54.99
 Thermaltake Toughpower SFX  ,SFX, Rating80+ Gold,1000 W,Full,0, 0,$178.41
 Corsair RM850e ,ATX, Rating80+ Gold,850 W,Full,5, 8,$179.98
 EVGA SuperNOVA 1000 G6  ,ATX, Rating80+ Gold,1000 W,Full,5, 11,$198.46
 Corsair RM850x White  ,ATX, Rating80+ Gold,850 W,Full,5, 16,$379.99
 be quiet! Dark Power Pro 12  ,ATX, Rating80+ Titanium,1200 W,Full,5, 2,
 SeaSonic B12 BC  ,ATX, Rating80+ Bronze,650 W,No,4, 1,
" FSP Group Hydro Ti PRO,Gen 5  ",ATX, Rating80+ Titanium,1000 W,Full,5, 1,
 SeaSonic VERTEX GX-850  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$190.00
 FSP Group FSP400-60FGGBA  ,Flex ATX, Rating80+ Gold,400 W,No,4, 1,$109.99
 EVGA SuperNOVA 850 P6  ,ATX, Rating80+ Platinum,850 W,Full,5, 7,
 Cougar POLAR  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,$234.99
 Corsair RM850x ,ATX, Rating80+ Gold,850 W,Full,5, 62,
 Thermaltake Thermaltake TP-750M  ,ATX, Rating80+ Gold,750 W,Semi,5, 5,$79.98
 Thermaltake Toughpower iRGB PLUS 1000 Platinum  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,$1879.86
 Corsair RM750  ,ATX, Rating80+ Gold,750 W,Full,5, 130,
 be quiet! System Power 9 700 CM  ,ATX, Rating80+ Bronze,700 W,Semi,5, 2,$165.20
 Cooler Master V SFX Platinum  ,SFX, Rating80+ Platinum,1300 W,Full,0, 0,
 EVGA SuperNOVA 1000 G7  ,ATX, Rating80+ Gold,1000 W,Full,5, 2,$248.98
 Antec CSK  ,ATX, Rating80+ Bronze,750 W,Semi,0, 0,$100.83
 Super Flower LEADEX VII XG  ,ATX, Rating80+ Gold,850 W,Full,5, 4,$159.99
 FSP Group Hydro G Pro  ,ATX, Rating80+ Gold,1000 W,Full,5, 2,$179.51
 Silverstone Strider Platinum S  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,$212.99
 Phanteks AMP v2  ,ATX, Rating80+ Gold,1000 W,Full,5, 1,
 Corsair AX1000  ,ATX, Rating80+ Titanium,1000 W,Full,5, 6,
 be quiet! Pure Power 11  ,ATX, Rating80+ Gold,500 W,No,5, 7,
 Corsair VS650 ,ATX, Rating80+,650 W,No,5, 8,
 Super Flower Leadex III Gold  ,ATX, Rating80+ Gold,550 W,Full,5, 1,$125.99
 Thermaltake Toughpower SFX  ,SFX, Rating80+ Gold,750 W,Full,0, 0,$154.99
 EVGA 750 BQ  ,ATX, Rating80+ Bronze,750 W,Semi,5, 45,$138.72
 be quiet! System Power 9  ,ATX, Rating80+ Bronze,600 W,No,5, 9,$114.18
 Phanteks AMP v2  ,ATX, Rating80+ Gold,1000 W,Full,0, 0,$167.30
 Silverstone SST-TX300  ,TFX, Rating80+ Bronze,300 W,No,5, 2,$74.98
 Cooler Master G800  ,ATX, Rating80+ Gold,800 W,No,4, 1,
 Corsair TX750M  ,ATX, Rating80+ Gold,750 W,Semi,5, 1,
 EVGA 700 BQ  ,ATX, Rating80+ Bronze,700 W,Semi,5, 1,$104.95
 Cooler Master MWE Bronze  ,ATX, Rating80+ Bronze,500 W,No,4, 1,$88.49
 Super Flower Leadex Titanium  ,ATX, Rating80+ Titanium,1600 W,Full,5, 3,$299.99
 Corsair RM850 ,ATX, Rating80+ Gold,850 W,Full,5, 96,$187.68
 NZXT C550  ,ATX, Rating80+ Bronze,550 W,Semi,0, 0,
 Apevia Prestige  ,ATX, Rating80+ Gold,1000 W,No,0, 0,$74.98
 EVGA SuperNOVA 650 P5  ,ATX, Rating80+ Platinum,650 W,Full,0, 0,$129.99
 EVGA 600 GQ  ,ATX, Rating80+ Gold,600 W,Semi,0, 0,
 SeaSonic FOCUS Gold  ,ATX, Rating80+ Gold,550 W,Semi,5, 12,$139.28
 SeaSonic PRIME TX-1600 ATX 3.0  ,ATX, Rating80+ Titanium,1600 W,Full,0, 0,
 Rosewill SMG650  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Asus TUF Gaming B  ,ATX, Rating80+ Bronze,550 W,No,5, 1,$69.98
 EVGA 750 BP  ,ATX, Rating80+ Bronze,750 W,No,0, 0,$79.99
 Thermaltake  Toughpower SFX 600W Gold  ,SFX, Rating80+ Gold,600 W,Full,5, 1,$127.13
 Asus ROG Strix  ,ATX, Rating80+ Gold,650 W,Full,5, 2,
 Cooler Master V750 Gold V2  ,ATX, Rating80+ Gold,750 W,Full,5, 3,
 Cooler Master MWE White V2 230V  ,ATX, Rating80+,700 W,No,0, 0,
 Apevia Spirit  ,ATX, Rating,600 W,No,0, 0,
 SeaSonic FOCUS  ,ATX, Rating80+ Platinum,550 W,Full,5, 3,
 EVGA 650BP  ,ATX, Rating80+ Bronze,650 W,No,5, 3,$74.99
 be quiet! Straight Power 11 550W  ,ATX, Rating80+ Gold,550 W,Full,5, 6,$109.90
 Corsair Vengeance 750M  ,ATX, Rating80+ Silver,750 W,Semi,5, 3,$94.99
 Thermaltake Toughpower SFX  ,SFX, Rating80+ Gold,850 W,Full,5, 2,$179.99
 EVGA SuperNOVA 850 P5  ,ATX, Rating80+ Platinum,850 W,Full,5, 2,$119.99
 CoolMax V-400  ,ATX, Rating,400 W,No,4, 4,$37.27
 Corsair RM1000e ,ATX, Rating80+ Gold,1000 W,Full,5, 8,$242.99
 EVGA SuperNOVA 1600 G+  ,ATX, Rating80+ Gold,1600 W,Full,0, 0,$327.66
 EVGA GE  ,ATX, Rating80+ Gold,700 W,No,5, 2,$93.66
 EVGA SuperNOVA 650 GA  ,ATX, Rating80+ Gold,650 W,Full,5, 43,$129.99
 Asus TUF Gaming 650B  ,ATX, Rating80+ Bronze,650 W,No,4, 4,
 Corsair CX750  ,ATX, Rating80+ Bronze,750 W,No,4, 50,
 Deepcool PK700D  ,ATX, Rating80+ Bronze,700 W,No,5, 1,
 EVGA SuperNOVA 750 GA  ,ATX, Rating80+ Gold,750 W,Full,5, 30,$189.99
 Thermaltake Toughpower GF1 PE  ,ATX, Rating80+ Gold,650 W,Full,5, 17,
 Corsair HX1000i ,ATX, Rating80+ Platinum,1000 W,Full,4, 7,$275.00
 EVGA SuperNOVA 750 G+  ,ATX, Rating80+ Gold,750 W,Full,5, 24,$229.99
 Corsair CX750F  ,ATX, Rating80+ Bronze,750 W,Full,5, 8,$220.00
 Thermaltake Smart RGB 230V  ,ATX, Rating80+,500 W,No,5, 1,$140.00
 Corsair VS450  ,ATX, Rating80+,450 W,No,5, 7,
 EVGA SuperNOVA 1000 P3  ,ATX, Rating80+ Platinum,1000 W,Full,5, 2,$199.99
 EVGA SuperNOVA 750 G6  ,ATX, Rating80+ Gold,750 W,Full,5, 7,$137.34
 SeaSonic G12 GM  ,ATX, Rating80+ Gold,850 W,Semi,0, 0,$135.61
 be quiet! SFX Power 3 300  ,SFX, Rating80+ Bronze,300 W,No,0, 0,$73.79
 Cooler Master V550 V2  ,ATX, Rating80+ Gold,550 W,Full,5, 3,
 Antec Signature  ,ATX, Rating80+ Titanium,1000 W,Full,5, 2,$283.70
 Gigabyte UD850GM PG5 ,ATX, Rating80+ Gold,850 W,Full,0, 0,$167.56
 Asus ROG Strix Aura Edition  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$178.50
 Cooler Master Elite V3  ,ATX, Rating80+,600 W,No,5, 4,
 Azza PSAZ-550W  ,ATX, Rating80+ Bronze,550 W,No,0, 0,$54.99
 SeaSonic G12 GC  ,ATX, Rating80+ Gold,850 W,No,0, 0,
 Silverstone ET500-ARGB  ,ATX, Rating80+ Bronze,500 W,No,0, 0,$98.70
 Cooler Master MWE GOLD 650 V2 FULL MODULAR  ,ATX, Rating80+ Gold,650 W,Full,5, 1,
 SeaSonic G12 GM  ,ATX, Rating80+ Gold,650 W,Semi,0, 0,$146.07
 Thermaltake TR2  ,ATX, Rating80+ Bronze,450 W,No,0, 0,$49.99
 Cooler Master G600  ,ATX, Rating80+ Gold,600 W,No,5, 1,
 Deepcool PF550 230V  ,ATX, Rating80+,550 W,No,0, 0,
 GameMax GP  ,ATX, Rating80+ Bronze,650 W,No,3, 3,
 Deepcool PX1200G  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,$178.30
 EVGA SuperNOVA 1300 G+  ,ATX, Rating80+ Gold,1300 W,Full,5, 4,$199.95
 Cooler Master MasterWatt  ,ATX, Rating80+ Bronze,650 W,Semi,4, 21,
 Cooler Master V850 V2  ,ATX, Rating80+ Gold,850 W,Full,5, 4,
 Thermalright TG  ,ATX, Rating80+ Gold,650 W,Full,0, 0,
 Deepcool PF450 230V  ,ATX, Rating80+,450 W,No,0, 0,
 ADATA XPG PYLON  ,ATX, Rating80+ Bronze,550 W,No,5, 4,
 Super Flower Leadex III ARGB  ,ATX, Rating80+ Gold,750 W,Full,5, 3,$159.99
 Cooler Master MWE Gold V2 ATX3.0  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,$168.99
 EVGA SuperNOVA 1000 G3  ,ATX, Rating80+ Gold,1000 W,Full,5, 24,$395.76
 SHARKOON SilentStorm  ,SFX, Rating80+ Gold,500 W,Full,5, 3,$108.32
 Athena Power AP-MTFX30  ,TFX, Rating,300 W,No,0, 0,$36.99
 EVGA 1000 GQ  ,ATX, Rating80+ Gold,1000 W,Semi,5, 8,$139.99
 EVGA SuperNOVA 750 P2  ,ATX, Rating80+ Platinum,750 W,Full,5, 40,
 SeaSonic G12 GC  ,ATX, Rating80+ Gold,550 W,No,0, 0,$98.19
 Super Flower Leadex Platinum  ,ATX, Rating80+ Platinum,850 W,Full,0, 0,$142.98
 SeaSonic FOCUS SPX ,SFX, Rating80+ Platinum,750 W,Full,3, 1,$197.98
 Silverstone SX750-PT  ,SFX, Rating80+ Platinum,750 W,Full,5, 1,
 EVGA SuperNOVA 850 GA  ,ATX, Rating80+ Gold,850 W,Full,5, 25,$272.99
 EVGA SuperNOVA 1600 P+  ,ATX, Rating80+ Platinum,1600 W,Full,5, 2,$375.88
 SeaSonic PRIME Fanless  ,ATX, Rating80+ Titanium,700 W,Full,5, 1,
 Gigabyte AORUS P1200W  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,
 Gigabyte UD1300GM PG5  ,ATX, Rating80+ Gold,1300 W,Full,0, 0,$189.31
 Corsair CS650M  ,ATX, Rating80+ Gold,650 W,Semi,5, 42,$119.99
 SeaSonic FOCUS  ,ATX, Rating80+ Platinum,750 W,Full,5, 8,$169.98
 Thermaltake Toughpower PF3-L  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,$194.99
 Super Flower Leadex III Gold  ,ATX, Rating80+ Gold,650 W,Full,5, 5,$125.99
 GameMax RGB  ,ATX, Rating80+ Platinum,1300 W,Full,0, 0,$169.99
 SeaSonic Prime Fanless PX-500  ,ATX, Rating80+ Platinum,500 W,Full,0, 0,$284.47
 Fractal Design Ion+ 2 Platinum  ,ATX, Rating80+ Platinum,860 W,Full,0, 0,
 Super Flower Leadex V Pro  ,ATX, Rating80+ Platinum,1000 W,Full,0, 0,$177.98
 Fractal Design Ion SFX 650G  ,SFX, Rating80+ Gold,650 W,Full,5, 11,
 SeaSonic PRIME Ultra Titanium  ,ATX, Rating80+ Titanium,850 W,Full,5, 5,$449.00
 Thermaltake Smart RGB 230V  ,ATX, Rating80+,600 W,No,0, 0,
 Corsair TX650M Gold  ,ATX, Rating80+ Gold,650 W,Semi,5, 65,
 Silverstone SX-G  ,SFX, Rating80+ Gold,700 W,Full,4, 1,$135.25
 G.Skill MB750G  ,ATX, Rating80+ Gold,750 W,Full,0, 0,$86.99
 Apex AL-8250SFX  ,SFX, Rating,250 W,No,3, 2,$72.02
 Thermaltake Litepower  ,ATX, Rating,650 W,No,4, 4,
 Corsair CX500  ,ATX, Rating80+ Bronze,500 W,No,4, 140,
 SeaSonic B12 BC  ,ATX, Rating80+ Bronze,850 W,No,0, 0,
 EVGA SuperNOVA 1200 P3  ,ATX, Rating80+ Platinum,1200 W,Full,0, 0,$346.98
 Thermaltake Toughpower GF1 Snow - TT Premium  ,ATX, Rating80+ Gold,850 W,Full,4, 3,
 Apevia ATX-CB700W  ,ATX, Rating,700 W,No,4, 3,
 Xilence XP600R6  ,ATX, Rating,600 W,No,0, 0,$110.30
 Cougar VTE  ,ATX, Rating80+ Bronze,600 W,No,3, 1,$56.99
 Silverstone SFX  ,SFX, Rating80+ Bronze,300 W,No,4, 11,
 Corsair TX750M Gold  ,ATX, Rating80+ Gold,750 W,Semi,5, 37,
 Xilence XP400R6  ,ATX, Rating,400 W,No,1, 1,
 GameMax RGB Rainbow  ,ATX, Rating80+ Gold,1050 W,Full,0, 0,
 Silverstone Essential  ,ATX, Rating80+ Gold,550 W,No,5, 3,$68.63
 be quiet! Dark Power Pro 11  ,ATX, Rating80+ Platinum,650 W,Semi,5, 6,
 SeaSonic CORE GM  ,ATX, Rating80+ Gold,650 W,Semi,5, 12,
 Silverstone SX700-PT  ,SFX, Rating80+ Platinum,700 W,Full,4, 5,$155.19
 Corsair SF450  ,SFX, Rating80+ Gold,450 W,Full,5, 67,
 Thermaltake Toughpower Grand RGB  ,ATX, Rating80+ Gold,850 W,Full,5, 23,
 Cooler Master MWE White V2 230V  ,ATX, Rating80+,650 W,No,4, 2,
 ARESGAME AGK  ,ATX, Rating80+ Gold,850 W,Full,5, 4,
 SeaSonic PRIME TX-750  ,ATX, Rating80+ Titanium,750 W,Full,5, 2,$357.92
 FSP Group Hydro G PRO ATX3.0,ATX, Rating80+ Gold,850 W,Full,5, 1,
 Silverstone TX500-G  ,TFX, Rating80+ Gold,500 W,No,0, 0,$145.91
 EVGA N1  ,ATX, Rating,550 W,No,5, 13,$59.99
 PowerSpec PSX 850GFM  ,ATX, Rating80+ Gold,850 W,Full,0, 0,
 FSP Group HV PRO  ,ATX, Rating80+,650 W,No,4, 1,
 GAMDIAS KRATOS P1 G  ,ATX, Rating80+ Gold,750 W,No,5, 1,$84.99
 PowerSpec GFM  ,ATX, Rating80+ Gold,750 W,Full,3, 1,$94.99
 EVGA SuperNOVA 550 GA  ,ATX, Rating80+ Gold,550 W,Full,5, 18,$174.99
 Cooler Master V750 V2  ,ATX, Rating80+ Gold,750 W,Full,5, 3,
 Thermaltake Smart RGB  ,ATX, Rating80+,700 W,No,4, 7,
 EVGA SuperNOVA 550 GM  ,SFX, Rating80+ Gold,550 W,Full,5, 18,
 SeaSonic PRIME 600 Titanium  ,ATX, Rating80+ Titanium,600 W,Full,5, 5,
 SeaSonic B12 BC  ,ATX, Rating80+ Bronze,550 W,No,0, 0,
 EVGA SuperNOVA 1600 P2  ,ATX, Rating80+ Platinum,1600 W,Full,5, 5,$549.99
 Corsair RM750e ,ATX, Rating80+ Gold,750 W,Full,5, 19,$160.00
 Silverstone SX1000R-PL  ,SFX, Rating80+ Platinum,1000 W,Full,0, 0,$287.58
 NZXT E850  ,ATX, Rating80+ Gold,850 W,Full,4, 3,$129.99
 Deepcool PF400 230V  ,ATX, Rating80+,400 W,No,0, 0,
 ADATA XPG Core Reactor II  ,ATX, Rating80+ Gold,850 W,Full,0, 0,$109.99
 Zalman ZM-600-GT  ,ATX, Rating80+ Bronze,600 W,Semi,5, 1,
 Enhance ENP-7660  ,Flex ATX, Rating80+ Platinum,600 W,No,5, 4,
 EVGA SuperNOVA 750 G7  ,ATX, Rating80+ Gold,750 W,Full,5, 1,$119.99
 be quiet! Straight Power 11  ,ATX, Rating80+ Platinum,550 W,Full,0, 0,
 Gigabyte AORUS P GM  ,ATX, Rating80+ Gold,750 W,Full,4, 6,$155.99
 Enermax REVOLUTION D.F. 2  ,ATX, Rating80+ Gold,1200 W,Full,0, 0,$142.99
 Silverstone DA550 Gold  ,ATX, Rating80+ Gold,550 W,Full,0, 0,
 Cooler Master V850 Gold V2  ,ATX, Rating80+ Gold,850 W,Full,4, 1,$216.49
 Raidmax Vortex  ,ATX, Rating80+ Gold,600 W,No,0, 0,$49.99
 Corsair CX550F  ,ATX, Rating80+ Bronze,550 W,Full,5, 6,$159.99
