CPU Name,Core Count,Performance Core Clock,Boost Clock,TDP,Integrated Graphics,Sockets Supported,Rating,Rating Count,Price
"<div class=""td__nameWrapper""> <p>AMD Pro A8-7600B</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count4,Performance Core Clock3.1 GHz,Performance Core Boost Clock3.8 GHz,TDP65 W,Integrated GraphicsRadeon R7 (on-die),SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""g48H99"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>AMD Phenom II X2 B59</p> <div class=""td__rating"" data-ci=""230""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</div> </div>",Core Count2,Performance Core Clock3.4 GHz,Performance Core Boost Clock,TDP80 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""230""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__rating td--nowrap"" data-ci=""230""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""nFfmP6"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i3-3240</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count2,Performance Core Clock3.4 GHz,Performance Core Boost Clock,TDP55 W,Integrated GraphicsIntel HD Graphics 2500,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""P7YWGX"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Pentium G4520</p> <div class=""td__rating"" data-ci=""595""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-half""><use xlink:href=""#shape-star-half""></use></svg></li></ul> (2)</div> </div>",Core Count2,Performance Core Clock3.6 GHz,Performance Core Boost Clock,TDP51 W,Integrated GraphicsIntel HD Graphics 530,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""595""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-half""><use xlink:href=""#shape-star-half""></use></svg></li></ul> (2)</td>","<td class=""td__rating td--nowrap"" data-ci=""595""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-half""><use xlink:href=""#shape-star-half""></use></svg></li></ul> (2)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""zzNypg"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i7-6800K</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count6,Performance Core Clock3.4 GHz,Performance Core Boost Clock3.6 GHz,TDP140 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""Zgbkcf"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i7-6850K</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count6,Performance Core Clock3.6 GHz,Performance Core Boost Clock3.8 GHz,TDP140 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""fY98TW"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i7-6900K</p> <div class=""td__rating"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</div> </div>",Core Count8,Performance Core Clock3.2 GHz,Performance Core Boost Clock3.7 GHz,TDP140 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__rating td--nowrap"" data-ci=""565""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""Lv38TW"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i3-7300</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count2,Performance Core Clock4 GHz,Performance Core Boost Clock,TDP51 W,Integrated GraphicsIntel HD Graphics 630,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""vxkwrH"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i3-8300T</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count4,Performance Core Clock3.2 GHz,Performance Core Boost Clock,TDP35 W,Integrated GraphicsIntel UHD Graphics 630,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""Rhm323"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core i9-7940X</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count14,Performance Core Clock3.1 GHz,Performance Core Boost Clock4.4 GHz,TDP165 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""8rc48d"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Xeon E-2176G</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count6,Performance Core Clock3.7 GHz,Performance Core Boost Clock4.7 GHz,TDP80 W,Integrated GraphicsIntel HD Graphics P630,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""DYF48d"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Pentium Gold G6600</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count2,Performance Core Clock4.2 GHz,Performance Core Boost Clock,TDP58 W,Integrated GraphicsIntel UHD Graphics 630,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price""><button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""sX9tt6"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Core 2 Duo E6400</p> <div class=""td__rating"" data-ci=""375""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</div> </div>",Core Count2,Performance Core Clock2.13 GHz,Performance Core Boost Clock,TDP65 W,Integrated GraphicsNone,SMTNo,"<td class=""td__rating td--nowrap"" data-ci=""375""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__rating td--nowrap"" data-ci=""375""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-full""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (1)</td>","<td class=""td__price"">$89.95<button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""m9H323"">Add</button></td>"
"<div class=""td__nameWrapper""> <p>Intel Xeon E5-2665</p> <div class=""td__rating"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</div> </div>",Core Count8,Performance Core Clock2.4 GHz,Performance Core Boost Clock3.1 GHz,TDP115 W,Integrated GraphicsNone,SMTYes,"<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__rating td--nowrap"" data-ci=""0""><ul class=""product--rating list-unstyled""><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li><li><svg class=""icon shape-star-empty""><use xlink:href=""#shape-star-full""></use></svg></li></ul> (0)</td>","<td class=""td__price"">$149.94<button class=""td__add button button--small pp_add_part"" data-product-location="""" data-product-tag=""QvXfrH"">Add</button></td>"
